CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ,Default
10698,34,Private,Technology,Male,London,48900,UK,418,10000,0,1,0,1
10716,13,Unemployed,N/A,Female,Midlands,0,UK,857,5600,0,1,0,0
10751,47,Volunteer,Agriculture,Male,North West,0,UK,425,12800,0,1,0,1
10766,21,Unemployed,N/A,Female,South West,0,UK,501,10800,6728,1,0,1
10767,30,Self-Employed,Healthcare,Female,North West,25300,UK,76,12000,0,1,0,1
10768,28,Private,Media,Male,South East,38000,UK,569,10900,0,1,0,0
10770,38,Volunteer,Agriculture,Male,North East,0,UK,526,6600,0,1,0,0
10779,30,Private,Healthcare,Male,West Midlands,12000,UK,630,14500,0,1,0,0
10785,22,Unemployed,N/A,Male,London,0,UK,79,11700,0,1,0,1
10795,89,Private,Finance,Female,North West,16400,UK,377,7200,0,1,0,1
10804,31,Private,Agriculture,Male,London,17800,UK,105,9800,0,1,0,1
10814,18,Private,Healthcare,Female,South West,23300,UK,887,10100,0,1,0,0
10817,37,Private,Engineering,Male,Scotland,32900,UK,309,10100,0,1,0,1
10847,45,Private,Engineering,Female,South East,94600,UK,735,12200,0,1,1,0
10851,13,Public,Infrastructure,Male,South West,27500,UK,32,5800,0,1,0,1
10861,49,Public,Healthcare,Female,North West,27900,UK,297,10700,0,1,0,1
10871,44,Private,Technology,Female,North West,20400,UK,475,10700,0,1,0,1
10886,32,Volunteer,Education,Male,Northern Ireland,0,UK,788,10200,0,1,0,0
10891,55,Private,Technology,Female,Scotland,13600,UK,506,13200,0,1,0,0
10901,23,Private,Engineering,Female,London,21300,UK,1362,9700,212,1,0,0
10902,21,Unemployed,N/A,Female,South East,0,UK,837,9100,0,1,0,0
10903,35,Private,Media,Male,East Anglia,6700,UK,130,10100,0,1,0,1
10937,12,Unemployed,N/A,Male,London,0,UK,358,9800,0,1,0,1
10945,18,Private,Law,Female,London,33200,UK,636,11700,0,1,0,0
10957,38,Private,Media,Female,South West,33800,UK,368,8900,0,1,0,1
10969,21,Unemployed,N/A,Male,South East,0,UK,668,10500,0,1,0,0
10970,23,Private,Law,Male,Scotland,29900,UK,972,9200,0,1,0,0
10982,36,Private,Technology,Female,South East,30000,UK,88,8500,0,1,0,1
10998,46,Volunteer,Education,Female,East Anglia,0,UK,352,8300,0,1,0,1
11002,37,Public,Education,Male,North West,25300,UK,515,7900,0,1,0,0
11005,32,Private,Technology,Female,London,32900,UK,634,10400,0,1,0,0
11013,39,Private,Technology,Male,London,16500,UK,594,11500,0,1,0,0
11024,40,Volunteer,Finance,Female,London,0,UK,185,8900,0,1,0,1
11042,31,Private,Finance,Female,South East,16200,UK,279,9800,0,1,0,1
11043,17,Unemployed,N/A,Female,South East,0,UK,304,7400,0,1,0,1
11067,65,Private,Technology,Female,South West,12500,UK,810,10400,0,1,0,0
11081,30,Private,Technology,Female,Scotland,47300,UK,142,12200,0,1,0,1
11087,30,Public,Law Enforcement,Female,South East,31500,UK,671,8500,0,1,0,0
11090,21,Public,Law Enforcement,Male,East Anglia,15800,UK,475,10900,0,1,0,1
11098,27,Private,Media,Male,North West,33200,UK,301,10900,0,1,0,1
11107,17,Unemployed,N/A,Female,South West,0,UK,454,8300,0,1,0,1
11109,26,Private,Healthcare,Female,London,30400,UK,530,11700,0,1,0,0
11115,23,Public,Education,Male,South West,24300,UK,934,13700,0,1,0,0
11140,17,Private,Engineering,Female,London,27900,UK,720,11100,0,1,0,0
11152,22,Private,Retail,Male,Midlands,17600,UK,326,10200,0,1,0,1
11153,21,Unemployed,N/A,Male,South West,0,UK,38,13400,0,1,0,1
11160,40,Private,Media,Male,South East,60200,UK,37,8500,0,1,0,1
11163,45,Self-Employed,Finance,Male,North West,19100,UK,382,10400,0,1,0,1
11198,27,Self-Employed,Education,Male,South West,27900,UK,629,11100,0,1,0,0
11201,41,Private,Agriculture,Female,Scotland,41100,UK,362,12900,0,1,0,1
11211,21,Public,Healthcare,Male,South East,32300,UK,288,7500,0,1,0,1
11214,16,Private,Finance,Male,South West,17300,UK,723,12800,0,1,0,0
11229,23,Private,Media,Female,South East,29600,UK,1003,10300,0,1,0,0
11232,30,Private,Agriculture,Male,Wales,19800,Po,386,13700,0,1,0,1
11235,28,Private,Law,Male,South East,30100,UK,392,8600,0,1,0,1
11238,32,Private,Media,Male,South West,32700,UK,323,10000,0,1,0,1
11246,26,Private,Finance,Female,South East,26200,UK,500,9600,0,1,0,0
11261,26,Private,Finance,Male,South East,29300,UK,507,8300,0,1,1,1
11266,40,Private,Agriculture,Female,South West,60300,UK,320,8000,0,1,0,1
11267,24,Public,Infrastructure,Female,North West,27200,UK,555,9300,0,1,0,0
11269,18,Unemployed,N/A,Male,South East,0,UK,464,13300,0,1,0,1
11274,38,Private,Healthcare,Female,South East,20400,UK,466,12600,0,1,0,1
11289,12,Private,Agriculture,Male,South East,17900,UK,771,7800,0,1,0,0
11292,34,Volunteer,Technology,Female,South East,0,UK,198,11700,0,1,0,1
11302,16,Unemployed,N/A,Female,South East,0,UK,561,13800,0,1,0,0
11305,40,Private,Healthcare,Female,North West,23600,UK,401,9300,0,1,0,1
11317,53,Private,Healthcare,Female,North West,14500,UK,55,10300,0,1,0,1
11386,18,Private,Healthcare,Female,South East,31900,UK,81,11300,0,1,0,1
11387,22,Private,Finance,Female,South West,19700,UK,493,9000,0,1,0,1
11389,24,Private,Engineering,Female,South East,28700,UK,432,10600,0,1,0,1
11390,31,Private,Engineering,Female,East Anglia,40300,UK,253,9800,0,1,0,1
11393,58,Private,Finance,Female,West Midlands,8500,UK,552,6900,0,1,0,0
11397,39,Private,Finance,Male,South East,40500,UK,297,9800,0,1,0,1
11409,18,Public,Law Enforcement,Male,South East,28400,UK,893,9100,0,1,0,0
11419,26,Private,Technology,Male,West Midlands,19000,UK,509,11200,0,1,0,0
11424,39,Private,Engineering,Female,North West,13000,UK,331,8900,0,1,0,1
11448,13,Private,Finance,Male,North West,25300,UK,324,13600,0,1,0,1
11477,30,Private,Healthcare,Male,North West,34800,UK,1114,12900,0,1,0,0
11483,35,Private,Technology,Female,South West,30000,UK,590,13500,0,1,0,0
11500,34,Private,Healthcare,Male,South East,72400,UK,377,7500,0,1,0,1
11509,41,Private,Technology,Female,North West,45600,UK,451,12000,0,1,0,1
11517,32,Private,Media,Male,Scotland,9400,UK,247,12100,0,1,0,1
11530,42,Private,Agriculture,Male,London,62500,UK,318,8500,0,1,0,1
11546,58,Private,Retail,Female,South East,15400,UK,1046,12000,0,1,0,0
11549,33,Private,Engineering,Female,London,37600,UK,39,10100,0,1,0,1
11550,36,Private,Media,Female,South West,16000,UK,112,8100,0,1,0,1
11551,45,Private,Engineering,Male,Midlands,9300,UK,846,8000,0,1,0,0
11563,26,Private,Media,Female,Midlands,22100,UK,312,12500,0,1,0,1
11576,54,Private,Law,Male,North West,9800,UK,368,11000,0,1,0,1
11580,22,Public,Military,Female,North West,23800,UK,772,8800,0,1,0,0
11605,54,Private,Technology,Female,South East,15600,UK,179,9100,0,1,0,1
11613,25,Private,Finance,Female,London,31500,UK,604,7100,0,1,0,0
11616,15,Private,Law,Female,South East,35200,UK,827,9700,0,1,0,0
11632,36,Private,Media,Male,Midlands,42600,UK,543,10500,0,1,0,0
11636,32,Public,Infrastructure,Male,South East,30400,UK,123,12000,0,1,0,1
11638,27,Private,Law,Female,North West,21300,UK,428,11300,0,1,0,1
11643,46,Public,Education,Female,South East,29400,Ot,395,13200,0,1,0,1
11669,38,Self-Employed,Agriculture,Female,Scotland,20000,UK,1013,9900,0,1,0,0
11675,17,Public,Education,Male,West Midlands,21600,UK,265,6800,0,1,0,1
11718,23,Public,Infrastructure,Male,East Anglia,22900,UK,624,8300,0,1,0,0
11787,30,Public,Healthcare,Male,London,29500,UK,436,6800,0,1,0,1
11824,15,Private,Healthcare,Female,South East,30300,UK,303,9300,0,1,0,1
11827,21,Private,Healthcare,Male,North West,22500,UK,117,6800,0,1,0,1
11843,41,Private,Healthcare,Female,North West,38600,UK,191,8700,0,1,0,1
11844,14,Public,Healthcare,Male,London,27000,UK,533,8900,0,1,0,0
11859,38,Private,Agriculture,Male,West Midlands,28400,UK,761,12200,0,1,0,0
11890,10,Public,Law Enforcement,Female,London,29300,UK,835,11200,0,1,0,0
11899,18,Unemployed,N/A,Female,London,0,UK,351,6600,0,1,0,1
11907,29,Private,Media,Male,North West,33600,UK,484,13200,0,1,0,1
11908,28,Self-Employed,Agriculture,Female,South West,26500,UK,300,13300,0,1,0,1
11916,18,Public,Military,Female,North West,23200,UK,174,9500,0,1,0,1
11938,45,Private,Technology,Female,London,35500,UK,459,6200,0,1,0,1
11961,39,Private,Technology,Female,North West,43300,UK,524,12000,0,1,0,0
11984,23,Private,Media,Female,South East,28100,UK,304,9000,0,1,0,1
11994,38,Private,Healthcare,Female,West Midlands,35400,UK,627,8900,0,1,0,0
11996,22,Public,Healthcare,Female,North West,22200,UK,548,13700,0,1,0,0
12002,23,Unemployed,N/A,Male,South East,0,UK,130,11700,0,1,0,1
12009,24,Private,Retail,Male,South West,29500,UK,334,9100,0,1,0,1
12043,52,Private,Media,Female,East Anglia,9400,UK,1374,14000,0,1,0,0
12068,32,Private,Agriculture,Male,London,39500,UK,83,6900,0,1,0,1
12072,20,Public,Military,Male,Scotland,23400,UK,757,8900,0,1,0,0
12079,28,Private,Engineering,Female,South East,31000,UK,56,11100,0,1,0,1
12099,28,Private,Engineering,Female,South East,21400,UK,461,11600,0,1,0,1
12134,35,Private,Media,Female,South East,32700,UK,162,10000,0,1,0,1
12135,48,Private,Healthcare,Male,Northern Ireland,16600,UK,646,7200,0,1,0,0
12140,26,Private,Agriculture,Male,South West,21400,UK,432,9700,0,1,0,1
12155,21,Unemployed,N/A,Female,London,0,UK,472,14200,0,1,0,1
12168,26,Private,Media,Male,London,35000,UK,238,11000,0,1,0,1
12194,38,Self-Employed,Education,Female,London,35000,UK,496,10900,0,1,0,0
12205,25,Private,Healthcare,Female,Scotland,22800,UK,419,8300,0,1,0,1
12212,20,Private,Healthcare,Male,East Anglia,11800,UK,469,9700,0,1,0,1
12227,54,Private,Healthcare,Male,South West,13400,UK,523,11500,0,1,0,0
12241,36,Private,Agriculture,Male,North West,27700,UK,620,12800,0,1,0,0
12259,54,Private,Retail,Male,North West,13000,UK,793,9900,0,1,3,0
12264,16,Private,Technology,Female,London,30500,UK,615,8900,0,1,0,0
12278,39,Private,Law,Female,London,17300,UK,446,10600,9736,1,0,1
12296,21,Unemployed,N/A,Male,London,0,UK,233,10600,0,1,0,1
12322,43,Private,Media,Male,North West,32200,Ot,443,7900,0,1,0,1
12348,59,Private,Law,Female,London,12400,Ot,885,10700,0,1,0,0
12349,44,Private,Technology,Female,West Midlands,9400,UK,782,9600,0,1,0,0
12352,40,Volunteer,Finance,Female,South East,0,UK,51,11100,0,1,0,1
12357,37,Private,Engineering,Male,London,29400,UK,264,8900,0,1,0,1
12359,31,Public,Military,Female,London,33400,UK,587,8200,0,1,0,0
12369,21,Private,Media,Female,West Midlands,17300,UK,193,11300,0,1,0,1
12375,25,Private,Law,Female,London,31900,UK,348,10400,0,1,0,1
12379,35,Private,Agriculture,Female,Midlands,27500,UK,168,11100,0,1,0,1
12384,32,Private,Healthcare,Male,North East,26300,UK,650,13600,0,1,0,0
12418,27,Private,Media,Female,East Anglia,12500,UK,129,12500,0,1,0,1
12425,18,Private,Healthcare,Female,West Midlands,25500,UK,191,8900,0,1,0,1
12429,47,Private,Retail,Female,North East,16900,UK,536,10300,0,1,0,0
12439,31,Private,Media,Female,South East,31200,UK,176,12800,0,1,0,1
12440,40,Private,Law,Female,London,19900,UK,65,11000,0,1,0,1
12443,33,Private,Retail,Male,East Anglia,18800,UK,341,13600,0,1,0,1
12444,24,Public,Law Enforcement,Male,South West,24300,UK,480,11300,0,1,0,1
12448,32,Private,Media,Female,East Anglia,27100,UK,206,10600,0,1,0,1
12469,30,Private,Agriculture,Female,North West,62300,UK,219,12600,0,1,0,1
12479,46,Private,Technology,Female,London,32600,UK,59,8800,0,1,0,1
12480,36,Private,Retail,Male,South East,57600,UK,213,11800,0,1,0,1
12486,20,Public,Infrastructure,Male,West Midlands,18200,UK,624,7900,0,1,0,0
12487,23,Public,Military,Female,North West,25900,UK,973,11900,0,1,0,0
12490,23,Public,Education,Male,South West,25400,UK,478,8900,0,1,0,1
12496,34,Volunteer,Finance,Male,London,0,UK,669,8300,0,1,0,0
12500,30,Public,Healthcare,Female,West Midlands,22900,UK,340,6600,0,1,0,1
12506,20,Public,Infrastructure,Female,Scotland,28400,UK,416,10900,0,1,0,1
12512,24,Public,Military,Male,East Anglia,17500,UK,50,9600,0,1,0,1
12526,36,Private,Retail,Female,South East,57500,UK,972,11500,0,1,0,0
12574,35,Private,Retail,Female,Wales,25900,UK,1127,11300,0,1,0,0
12587,52,Volunteer,Education,Male,London,0,UK,951,9100,0,1,0,0
12593,25,Private,Law,Male,South West,26300,UK,532,10200,0,1,0,0
12640,42,Private,Healthcare,Male,North West,9900,UK,588,9500,0,1,0,0
12642,47,Private,Law,Female,South East,51800,UK,708,11200,0,1,0,0
12645,16,Unemployed,N/A,Male,London,0,UK,801,9500,0,1,0,0
12657,16,Private,Technology,Female,East Anglia,27700,UK,421,11400,0,1,0,1
12661,32,Private,Finance,Male,South East,36500,UK,310,11300,0,1,0,1
12668,24,Unemployed,N/A,Male,South West,0,UK,19,10500,0,1,0,1
12676,29,Self-Employed,Agriculture,Female,South East,29800,UK,584,10900,0,1,0,0
12677,28,Private,Law,Male,South East,25600,UK,295,12800,0,1,0,1
12699,34,Public,Education,Female,London,30600,UK,535,12500,0,1,0,0
12709,65,Private,Agriculture,Female,London,15000,UK,231,10800,0,1,0,1
12711,19,Public,Military,Female,North West,23600,UK,402,8900,0,1,0,1
12715,13,Unemployed,N/A,Female,London,0,UK,490,9900,0,1,0,1
12721,23,Private,Healthcare,Male,South West,24300,UK,1046,12300,0,1,0,0
12731,31,Private,Agriculture,Male,Scotland,26200,UK,772,7500,0,1,0,0
12748,35,Private,Finance,Female,London,50800,UK,851,9000,0,1,0,0
12764,35,Private,Law,Male,North West,30700,UK,449,11100,0,1,0,1
12767,27,Volunteer,Finance,Male,West Midlands,0,UK,76,9500,0,1,0,1
12782,23,Private,Engineering,Male,South West,27900,UK,994,7000,0,1,0,0
12788,26,Private,Healthcare,Male,North West,27200,UK,762,13600,0,1,0,0
12819,39,Private,Technology,Male,West Midlands,35100,UK,327,11200,5290,1,0,1
12838,36,Private,Finance,Female,East Anglia,23000,UK,494,9600,0,1,0,1
12864,24,Unemployed,N/A,Male,South East,0,UK,236,6600,0,1,0,1
12877,39,Private,Finance,Male,London,31000,UK,290,9800,0,1,0,1
12883,38,Private,Engineering,Male,East Anglia,24200,UK,268,9800,13538,1,0,1
12894,26,Private,Finance,Male,London,31700,UK,615,11800,0,1,0,0
12896,23,Private,Finance,Female,West Midlands,13800,UK,234,6400,0,1,0,1
12900,23,Private,Finance,Female,West Midlands,23300,UK,213,10600,0,1,0,1
12915,39,Private,Healthcare,Male,West Midlands,25300,UK,28,11100,0,1,0,1
12916,46,Private,Healthcare,Female,East Anglia,17200,UK,570,8700,0,1,0,0
12917,58,Private,Engineering,Female,South East,13300,UK,259,8700,0,1,0,1
12921,18,Public,Military,Male,London,31400,UK,733,10300,0,1,0,0
12939,17,Public,Law Enforcement,Female,London,28600,UK,39,8700,0,1,0,1
12966,27,Self-Employed,Agriculture,Male,London,28300,UK,448,11300,0,1,0,1
12983,18,Public,Infrastructure,Female,North West,30200,UK,327,8700,0,1,0,1
12985,58,Unemployed,N/A,Female,North West,0,UK,867,8600,0,1,0,0
12991,16,Unemployed,N/A,Female,South East,0,UK,355,11700,0,1,0,1
12992,28,Self-Employed,Finance,Female,South East,27700,UK,42,9700,0,1,0,1
12994,29,Private,Finance,Female,North West,25100,UK,379,9500,0,1,0,1
13007,53,Private,Retail,Male,London,14100,UK,278,9700,0,1,0,1
13019,14,Public,Infrastructure,Male,South East,30200,UK,1193,9200,0,1,0,0
13059,27,Private,Retail,Male,South East,32300,UK,567,6900,0,1,0,0
13068,30,Private,Media,Female,South East,46900,UK,513,10500,0,1,0,0
13075,57,Private,Finance,Male,West Midlands,10700,UK,747,10200,0,1,0,0
13076,47,Self-Employed,Technology,Male,Midlands,19100,UK,287,11900,0,1,0,1
13085,48,Private,Finance,Male,South West,32800,UK,468,12400,0,1,0,1
13089,16,Public,Military,Male,West Midlands,17600,UK,252,11500,0,1,0,1
13100,33,Private,Technology,Male,South West,24900,UK,1102,10800,0,1,0,0
13110,21,Private,Media,Female,West Midlands,24400,UK,523,8600,0,1,0,0
13114,61,Private,Media,Male,North West,11700,UK,221,11300,0,1,0,1
13128,19,Private,Law,Male,North West,13400,UK,725,10100,0,1,0,0
13130,16,Private,Finance,Female,West Midlands,23800,UK,156,9300,0,1,0,1
13133,35,Self-Employed,Agriculture,Male,London,22900,UK,811,11600,0,1,0,0
13145,30,Self-Employed,Finance,Female,East Anglia,20300,UK,381,7600,0,1,0,1
13149,34,Public,Education,Male,North West,26200,UK,432,8900,0,1,0,1
13155,21,Public,Law Enforcement,Male,North West,24000,UK,99,5300,0,1,0,1
13156,17,Private,Agriculture,Female,South West,28100,UK,866,10400,0,1,0,0
13164,21,Private,Media,Female,East Anglia,18700,UK,373,7500,0,1,0,1
13173,33,Private,Healthcare,Male,London,31800,UK,750,12500,0,1,0,0
13174,41,Private,Law,Male,London,26600,UK,100,11300,0,1,0,1
13181,25,Private,Agriculture,Female,South East,30500,UK,531,8800,0,1,0,0
13190,28,Self-Employed,Agriculture,Female,South East,31300,UK,462,13100,0,1,0,1
13191,21,Public,Law Enforcement,Male,South East,29800,UK,493,10500,0,1,0,1
13198,30,Private,Technology,Female,South East,40600,UK,609,7600,0,1,0,0
13199,44,Private,Law,Female,North West,18100,UK,308,14100,0,1,0,1
13204,26,Private,Media,Female,West Midlands,13800,UK,38,9100,0,1,0,1
13206,23,Public,Law Enforcement,Female,London,33200,UK,450,11500,0,1,0,1
13218,22,Private,Law,Female,Midlands,2600,UK,839,10800,0,1,0,0
13243,35,Self-Employed,Agriculture,Male,London,27400,UK,323,9400,0,1,0,1
13254,37,Private,Technology,Male,North West,15200,UK,277,7800,0,1,0,1
13257,68,Private,Media,Male,Scotland,13500,UK,491,9700,0,1,0,0
13267,19,Public,Infrastructure,Female,West Midlands,20800,UK,869,11000,0,1,0,0
13269,41,Private,Media,Female,West Midlands,19500,UK,566,9400,0,1,0,0
13278,54,Public,Education,Female,South East,29100,UK,340,11500,0,1,0,1
13279,28,Private,Media,Male,London,26100,UK,666,10400,0,1,0,0
13297,21,Unemployed,N/A,Female,West Midlands,0,UK,395,12100,0,1,0,1
13313,26,Private,Retail,Female,East Anglia,17900,UK,277,10300,0,1,0,1
13327,17,Unemployed,N/A,Male,South West,0,UK,346,10900,0,1,0,1
13337,38,Volunteer,Education,Female,South East,0,UK,1015,10400,0,1,0,0
13344,34,Private,Healthcare,Female,North West,18800,UK,298,12000,0,1,0,1
13351,26,Private,Law,Male,South West,29500,UK,20,7900,0,1,0,1
13368,66,Private,Finance,Male,London,11000,UK,812,8400,0,1,0,0
13373,26,Private,Healthcare,Female,West Midlands,24900,UK,149,13100,0,1,0,1
13374,45,Private,Law,Female,Midlands,14600,UK,692,11100,0,1,0,0
13395,48,Private,Agriculture,Male,South East,37300,UK,116,10600,0,1,0,1
13396,22,Private,Engineering,Male,North West,31000,UK,756,7300,0,1,0,0
13398,40,Private,Technology,Female,West Midlands,29200,UK,525,10700,0,1,0,0
13400,50,Private,Media,Male,West Midlands,9800,UK,404,8500,0,1,0,1
13403,25,Private,Law,Male,Scotland,22600,UK,418,12300,0,1,1,1
13406,19,Public,Military,Male,South East,32600,UK,837,8800,0,1,0,0
13411,24,Public,Healthcare,Male,South West,24900,UK,524,11600,0,1,0,0
13419,68,Private,Media,Male,South East,18000,UK,731,8800,0,1,0,0
13429,35,Private,Finance,Male,South East,35300,UK,467,6700,0,1,0,1
13430,44,Private,Law,Male,South East,14900,UK,878,13100,0,1,0,0
13433,33,Private,Agriculture,Female,London,18600,UK,416,11500,0,1,0,1
13441,28,Private,Agriculture,Male,London,30900,UK,272,5500,0,1,0,1
13442,29,Private,Healthcare,Female,North West,31000,UK,615,11400,0,1,0,0
13446,41,Private,Finance,Female,South East,36400,UK,574,11700,0,1,0,0
13450,23,Private,Healthcare,Female,North West,33100,UK,468,9200,0,1,0,1
13461,23,Private,Healthcare,Male,North West,37800,UK,380,9100,0,1,0,1
13462,21,Public,Education,Female,South East,30200,UK,91,9600,0,1,0,1
13468,51,Private,Media,Female,London,11500,UK,116,10400,0,1,0,1
13469,25,Private,Agriculture,Female,West Midlands,12800,UK,321,11600,0,1,0,1
13472,15,Private,Retail,Female,London,37900,UK,357,8700,0,1,0,1
13474,44,Public,Education,Male,South East,29500,UK,184,13400,0,1,0,1
13480,27,Private,Healthcare,Male,West Midlands,33200,UK,655,9500,0,1,0,0
13492,47,Private,Technology,Male,Scotland,21100,UK,624,8200,0,1,0,0
13500,72,Private,Technology,Female,Scotland,13600,UK,66,10800,0,1,0,1
13508,34,Public,Infrastructure,Female,West Midlands,21100,UK,1024,6900,0,1,0,0
13514,37,Public,Education,Male,London,31000,UK,379,12400,0,1,0,1
13518,23,Public,Law Enforcement,Male,North West,25800,UK,297,11300,0,1,0,1
13530,32,Private,Technology,Female,South East,112700,UK,894,9000,0,1,0,0
13533,23,Unemployed,N/A,Male,London,0,UK,585,11400,0,1,0,0
13537,29,Private,Agriculture,Female,South West,34400,UK,545,8900,0,1,0,0
13541,48,Private,Law,Female,London,24100,UK,308,6700,0,1,0,1
13543,21,Public,Healthcare,Female,South West,25500,UK,276,12400,0,1,0,1
13557,37,Volunteer,Finance,Female,London,0,UK,766,8400,0,1,0,0
13567,35,Private,Technology,Female,Scotland,20400,UK,395,10900,0,1,0,1
13569,45,Private,Healthcare,Female,London,20600,UK,12,10200,0,1,0,1
13572,54,Self-Employed,Agriculture,Male,West Midlands,10200,UK,364,10700,0,1,0,1
13584,22,Private,Retail,Female,West Midlands,27100,UK,939,10700,0,1,0,0
13587,85,Unemployed,N/A,Male,West Midlands,0,UK,475,9000,0,1,0,0
13607,51,Private,Media,Male,South East,16700,UK,99,11300,0,1,0,1
13628,45,Private,Retail,Male,London,19200,UK,325,8600,0,1,0,1
13629,28,Private,Agriculture,Male,Wales,20300,UK,475,9300,0,1,0,1
13637,14,Public,Education,Male,North West,28900,Ot,257,9600,0,1,0,1
13660,26,Private,Law,Female,East Anglia,24400,UK,70,8800,0,1,0,1
13661,24,Unemployed,N/A,Male,South East,0,UK,450,9700,0,1,0,1
13663,34,Private,Media,Male,South West,9700,UK,547,11800,0,1,0,0
13675,19,Unemployed,N/A,Female,West Midlands,0,UK,796,9800,0,1,0,0
13678,24,Unemployed,N/A,Female,Midlands,0,UK,942,8300,0,1,0,0
13695,41,Volunteer,Education,Female,North West,0,UK,399,9700,0,1,0,1
13700,38,Private,Engineering,Female,South East,21500,UK,1056,7600,0,1,0,0
13703,36,Private,Technology,Female,North West,16100,UK,770,10800,0,1,0,0
13708,30,Private,Engineering,Male,South West,7700,UK,303,8100,0,1,0,1
13709,19,Private,Finance,Female,South East,33800,UK,506,9400,0,1,0,0
13711,24,Unemployed,N/A,Female,North West,0,UK,349,13100,0,1,0,1
13719,32,Self-Employed,Finance,Male,South East,52800,UK,1050,7200,0,1,0,0
13737,65,Private,Law,Male,Midlands,9800,UK,788,9100,0,1,0,0
13739,35,Private,Finance,Female,South East,29200,UK,76,10100,0,1,0,1
13748,43,Volunteer,Technology,Male,South West,0,UK,847,10100,0,1,0,0
13751,32,Volunteer,Technology,Male,South West,0,UK,548,4500,0,1,0,0
13760,51,Private,Healthcare,Male,South East,15900,UK,262,11800,0,1,0,1
13782,31,Private,Technology,Male,South West,17700,UK,415,8800,0,1,0,1
13787,29,Private,Media,Female,East Anglia,26500,UK,644,9100,0,1,0,0
13788,28,Private,Agriculture,Male,South West,26500,UK,547,10000,0,1,0,0
13808,32,Private,Media,Male,South East,25600,UK,635,9700,0,1,0,0
13818,25,Private,Healthcare,Male,Northern Ireland,14500,UK,954,8100,0,1,0,0
13824,38,Volunteer,Healthcare,Male,London,0,UK,389,7500,0,1,0,1
13826,26,Public,Education,Male,South East,30700,UK,725,9100,0,1,0,0
13827,35,Private,Law,Male,East Anglia,24600,UK,1047,11000,0,1,0,0
13829,65,Private,Technology,Female,West Midlands,9600,UK,259,9600,0,1,0,1
13837,34,Private,Law,Male,London,22900,UK,634,10900,0,1,0,0
13848,51,Public,Education,Male,South East,26900,UK,147,9700,13985,1,1,1
13863,31,Private,Engineering,Male,North West,30400,UK,289,11000,0,1,0,1
13875,32,Private,Agriculture,Female,West Midlands,29500,UK,211,13100,0,1,0,1
13880,17,Unemployed,N/A,Female,West Midlands,0,In,861,12000,0,1,0,0
13901,23,Unemployed,N/A,Male,West Midlands,0,UK,578,6500,0,1,0,0
13902,34,Private,Engineering,Male,Scotland,15300,UK,548,17100,0,1,0,0
13905,37,Volunteer,Education,Female,South East,0,UK,201,12400,0,1,0,1
13938,34,Private,Retail,Male,South East,19000,UK,539,11000,0,1,0,0
13948,16,Unemployed,N/A,Male,South East,0,UK,637,8700,0,1,0,0
13952,19,Public,Education,Female,South East,33400,UK,129,8500,0,1,0,1
13983,11,Unemployed,N/A,Male,London,0,UK,473,9300,0,1,0,1
13987,32,Private,Engineering,Male,North West,29900,UK,230,14200,0,1,0,1
13989,36,Private,Agriculture,Male,West Midlands,21100,UK,569,9700,0,1,0,0
13993,25,Private,Retail,Female,North West,23800,UK,888,8900,0,1,0,0
14004,41,Private,Media,Male,South East,63900,UK,389,12200,0,1,0,1
14031,27,Private,Finance,Female,South East,23000,UK,345,10800,0,1,0,1
14035,65,Private,Law,Female,Northern Ireland,11900,UK,913,9900,0,1,0,0
14053,26,Private,Technology,Female,West Midlands,23600,UK,679,8600,0,1,0,0
14057,43,Private,Media,Male,South West,17000,UK,560,10400,0,1,0,0
14096,21,Private,Media,Female,North West,31400,UK,605,12600,0,1,0,0
14129,41,Self-Employed,Education,Male,South East,16000,UK,488,9000,0,1,0,0
14133,21,Private,Finance,Female,West Midlands,19100,UK,540,12400,0,1,0,0
14142,43,Private,Finance,Male,South West,53300,UK,486,9300,0,1,0,0
14151,85,Private,Technology,Female,South West,12100,UK,11,12700,0,1,0,1
14176,32,Private,Healthcare,Male,South East,24100,UK,881,9700,0,1,0,0
14199,27,Volunteer,Finance,Female,West Midlands,0,UK,678,13000,0,1,0,0
14214,34,Private,Law,Female,South West,32400,UK,826,9900,0,1,0,0
14216,59,Private,Engineering,Male,South East,14900,UK,885,7500,0,1,0,0
14227,24,Public,Healthcare,Male,South East,30900,UK,543,9500,0,1,0,0
14228,23,Public,Law Enforcement,Male,Scotland,28200,UK,573,9300,0,1,0,0
14244,20,Public,Military,Female,South East,27100,UK,180,9700,0,1,0,1
14255,13,Unemployed,N/A,Male,West Midlands,0,Ge,393,9300,0,1,0,1
14256,48,Private,Retail,Male,Scotland,26400,UK,862,11900,0,1,0,0
14257,22,Public,Law Enforcement,Female,London,30300,UK,642,11300,0,1,0,0
14261,41,Private,Agriculture,Female,North West,35200,UK,1401,13400,0,1,0,0
14264,28,Private,Engineering,Male,West Midlands,29300,UK,372,12600,0,1,0,1
14266,31,Private,Finance,Female,North West,32200,UK,605,9100,0,1,0,0
14282,42,Private,Law,Male,South West,30400,UK,15,4300,0,1,0,1
14298,37,Private,Media,Female,Scotland,41900,UK,655,8600,0,1,0,0
