CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ
48815,34,Private,Agriculture,Male,West Midlands,12900,UK,88,9400,0,1,0
48833,44,Self-Employed,Finance,Female,London,18300,UK,358,10200,0,1,0
48835,30,Private,Healthcare,Female,South East,49400,UK,138,6500,0,1,0
48837,34,Private,Law,Male,London,21100,UK,369,10800,0,1,0
48862,30,Self-Employed,Education,Male,South East,32400,UK,464,10900,0,1,0
48873,38,Private,Agriculture,Female,London,43500,UK,163,6700,0,1,0
48876,32,Private,Law,Female,London,52000,UK,114,9500,0,1,0
48882,27,Private,Agriculture,Female,South West,30200,UK,558,9900,0,1,0
48883,64,Private,Agriculture,Male,South West,14800,UK,157,11500,0,1,0
48929,48,Private,Engineering,Female,West Midlands,28700,UK,145,7800,0,1,0
48936,16,Public,Education,Male,East Anglia,23700,UK,259,9300,0,1,0
48951,36,Private,Finance,Male,London,24000,UK,519,13400,0,1,0
48957,38,Private,Agriculture,Female,South East,25600,UK,254,12600,0,1,0
48969,39,Private,Healthcare,Female,South East,68400,UK,908,11100,0,1,0
48990,57,Private,Engineering,Male,West Midlands,8500,UK,608,9000,0,1,0
48997,23,Public,Infrastructure,Male,South East,30700,UK,279,10700,0,1,0
49003,56,Private,Media,Female,London,16200,UK,520,9900,0,1,0
49006,36,Private,Agriculture,Female,West Midlands,30600,UK,585,12300,0,1,0
49007,29,Private,Engineering,Female,Scotland,18800,UK,756,11100,0,1,0
49048,25,Private,Engineering,Female,North West,26900,UK,428,6800,0,1,0
49079,28,Public,Education,Male,Scotland,26100,UK,305,8900,0,1,0
49082,21,Public,Infrastructure,Male,South East,27500,UK,293,8600,0,1,0
49103,15,Unemployed,N/A,Male,South East,0,UK,437,13300,0,1,0
49108,58,Private,Agriculture,Female,South East,14300,UK,655,13500,8903,1,0
49155,29,Private,Engineering,Male,North West,21300,UK,365,10700,0,1,0
49194,49,Private,Finance,Male,London,17500,UK,34,7000,0,1,0
49207,34,Volunteer,Agriculture,Female,Scotland,0,UK,15,9400,0,1,0
49212,33,Private,Technology,Female,Scotland,24200,UK,139,14600,0,1,0
49220,25,Private,Healthcare,Male,West Midlands,19300,UK,977,9400,0,1,0
49226,20,Unemployed,N/A,Female,South East,0,Ot,588,9400,0,1,0
49229,41,Volunteer,Education,Male,South East,0,UK,585,9900,0,1,0
49272,48,Private,Agriculture,Female,London,30600,UK,864,10600,0,1,0
49274,20,Unemployed,N/A,Female,South East,0,UK,663,9500,0,1,0
49288,46,Private,Healthcare,Female,Scotland,53400,UK,786,8500,0,1,0
49366,32,Self-Employed,Technology,Female,East Anglia,31200,UK,392,5800,0,1,0
49387,27,Self-Employed,Healthcare,Male,Scotland,26100,UK,1161,11600,0,1,0
49391,30,Private,Engineering,Male,West Midlands,16100,UK,473,12500,0,1,0
49423,25,Private,Finance,Male,East Anglia,33200,UK,741,11300,0,1,0
49466,23,Unemployed,N/A,Male,East Anglia,0,UK,463,9100,0,1,0
49491,12,Private,Media,Male,South West,20900,UK,736,11200,0,1,0
49537,33,Private,Finance,Male,South West,62000,UK,183,10800,0,1,0
49549,31,Private,Engineering,Female,West Midlands,23600,UK,452,9400,0,1,0
49559,38,Private,Engineering,Female,South East,22200,UK,185,9500,0,1,0
49564,40,Private,Media,Male,North West,58300,UK,283,11200,0,1,0
49566,33,Volunteer,Technology,Female,West Midlands,0,UK,163,8500,0,1,0
49620,41,Private,Healthcare,Male,South East,43400,UK,281,5900,0,1,0
49633,38,Private,Agriculture,Female,West Midlands,14200,UK,575,13300,0,1,0
49725,20,Private,Finance,Male,North West,24900,UK,263,10700,0,1,0
49783,14,Private,Retail,Female,London,30200,UK,956,10900,0,1,0
49796,33,Private,Healthcare,Male,North West,15600,UK,7,7000,0,1,0
49802,29,Private,Technology,Female,Scotland,29300,UK,110,9900,0,1,0
49804,15,Private,Agriculture,Female,South East,30700,UK,648,8000,0,1,0
49813,45,Private,Media,Male,South East,45800,UK,207,8800,0,1,0
49841,23,Unemployed,N/A,Female,West Midlands,0,UK,636,8300,0,1,0
49944,33,Private,Finance,Female,South East,37900,UK,633,7500,0,1,0
49962,18,Unemployed,N/A,Male,South East,0,UK,215,11600,0,1,0
19,29,Private,Technology,Male,London,30400,UK,819,10900,0,1,0
39,30,Public,Healthcare,Female,London,31300,UK,577,13000,0,1,0
71,19,Private,Technology,Female,East Anglia,20900,UK,331,6800,0,1,0
89,37,Volunteer,Education,Male,North West,0,UK,597,11200,0,1,0
108,14,Unemployed,N/A,Male,South West,0,UK,823,7700,0,1,0
134,29,Private,Healthcare,Female,West Midlands,21300,UK,517,9800,0,1,0
140,19,Unemployed,N/A,Male,London,0,UK,383,10000,0,1,0
145,81,Private,Healthcare,Female,South East,16200,UK,384,6300,0,1,0
153,19,Unemployed,N/A,Male,East Anglia,0,UK,887,8800,0,1,0
162,18,Public,Law Enforcement,Male,North West,23100,UK,161,9100,0,1,0
210,33,Private,Media,Female,South West,36000,UK,547,10100,0,1,1
233,22,Unemployed,N/A,Male,South West,0,UK,732,8600,0,1,0
243,42,Private,Healthcare,Male,London,66200,UK,179,8200,0,1,0
288,30,Private,Law,Female,North West,24500,UK,310,9600,0,1,0
291,48,Private,Media,Male,London,28900,UK,625,6100,0,1,0
336,14,Unemployed,N/A,Female,London,0,Ot,517,10300,0,1,0
352,31,Volunteer,Finance,Male,South East,0,UK,363,8800,0,1,0
392,26,Private,Healthcare,Female,South East,37800,UK,750,11700,0,1,0
393,18,Public,Military,Male,South East,31800,UK,240,5200,0,1,0
396,25,Private,Retail,Male,South East,28800,UK,284,7400,0,1,0
403,21,Private,Media,Female,South East,24600,UK,477,7700,0,1,0
427,20,Private,Healthcare,Male,South East,21300,UK,49,8500,0,1,0
451,57,Private,Technology,Male,West Midlands,8400,UK,583,9300,0,1,0
485,16,Unemployed,N/A,Male,London,0,UK,590,10400,0,1,0
536,21,Unemployed,N/A,Female,South East,0,UK,244,10800,0,1,0
549,53,Private,Engineering,Male,London,12800,UK,772,11800,0,1,0
571,22,Private,Agriculture,Male,London,27600,UK,355,11600,0,1,0
579,35,Private,Retail,Female,North West,22500,UK,984,12500,0,1,0
602,22,Unemployed,N/A,Female,South East,0,UK,451,8200,0,1,0
617,21,Private,Media,Male,North West,19900,UK,827,7700,0,1,0
631,86,Private,Engineering,Male,South East,11800,Po,1051,10700,0,1,0
635,24,Unemployed,N/A,Female,Scotland,0,UK,419,8900,0,1,0
663,59,Private,Law,Female,West Midlands,12100,UK,758,8700,0,1,0
700,13,Private,Technology,Male,Wales,18300,UK,690,11100,0,1,0
714,28,Private,Law,Male,London,31200,UK,678,6700,0,1,0
727,52,Private,Media,Female,North West,14900,UK,477,10000,0,1,0
735,40,Private,Healthcare,Female,South East,52000,UK,642,8800,0,1,0
738,21,Private,Retail,Male,London,22100,UK,389,8900,0,1,0
743,32,Private,Retail,Male,London,14500,UK,744,12400,0,1,0
788,27,Private,Agriculture,Male,South East,38400,UK,467,9800,0,1,0
789,22,Private,Finance,Female,South East,26100,It,628,5800,0,1,0
795,38,Private,Technology,Female,South West,20000,UK,1110,9800,0,1,0
817,21,Unemployed,N/A,Female,South East,0,UK,284,8300,0,1,0
833,24,Public,Law Enforcement,Female,South East,30200,UK,735,7400,0,1,0
847,13,Unemployed,N/A,Female,London,0,UK,823,13800,0,1,0
875,43,Private,Agriculture,Male,South West,45900,UK,604,12100,0,1,0
883,36,Private,Engineering,Female,South East,29100,UK,635,9700,0,1,0
894,29,Public,Law Enforcement,Female,North West,24100,UK,654,9900,0,1,0
910,16,Private,Technology,Male,South East,26300,It,214,11000,0,1,0
913,56,Private,Media,Female,South West,13600,UK,994,10500,0,1,0
932,25,Self-Employed,Healthcare,Male,West Midlands,23800,UK,365,8200,0,1,0
941,49,Private,Media,Male,London,28500,UK,482,8800,0,1,0
976,31,Private,Law,Female,South East,16000,UK,372,9700,0,1,0
983,29,Private,Technology,Male,North West,20800,UK,184,9400,0,1,0
989,51,Private,Media,Female,London,13400,UK,203,7500,0,1,0
1041,48,Private,Technology,Female,West Midlands,7200,UK,722,10000,0,1,0
1169,14,Unemployed,N/A,Female,South East,0,UK,168,10400,0,1,0
1225,58,Private,Engineering,Male,North East,9200,UK,422,13100,0,1,0
1233,61,Private,Engineering,Female,South East,19000,UK,615,9100,0,1,0
1242,24,Unemployed,N/A,Female,North West,0,UK,637,10700,0,1,0
1285,38,Private,Law,Female,South West,32100,UK,1134,10700,0,1,0
1302,27,Private,Engineering,Female,London,31000,UK,794,9500,0,1,0
1306,27,Private,Retail,Male,London,30800,UK,287,9300,0,1,0
1319,40,Private,Finance,Female,South East,13100,UK,484,8600,0,1,0
1321,27,Private,Finance,Male,West Midlands,22800,UK,475,7600,0,1,0
1347,41,Private,Technology,Female,London,17900,UK,788,12500,0,1,0
1368,52,Private,Technology,Male,North West,13300,UK,784,11100,0,1,0
1389,55,Private,Agriculture,Male,Midlands,9800,UK,821,13300,7140,1,0
1463,35,Private,Finance,Male,South East,45400,UK,477,5300,0,1,0
1473,19,Private,Finance,Male,Wales,14100,UK,437,7700,0,1,0
1552,18,Unemployed,N/A,Female,London,0,UK,14,7500,0,1,0
1586,30,Private,Healthcare,Female,South East,23200,UK,872,12700,0,1,0
1588,33,Self-Employed,Technology,Male,London,22200,UK,137,13400,0,1,0
1605,35,Private,Media,Female,London,25700,Ge,928,8500,0,1,0
1627,26,Private,Law,Female,Wales,23100,UK,517,8700,0,1,0
1634,56,Private,Retail,Female,South West,12800,UK,79,12500,0,1,0
1637,64,Private,Technology,Male,North West,13200,UK,302,13100,0,1,0
1645,20,Public,Law Enforcement,Male,South East,30900,UK,338,9600,0,1,0
1653,37,Private,Finance,Male,North West,47700,UK,723,7200,0,1,0
1660,19,Unemployed,N/A,Female,North West,0,UK,632,10400,0,1,0
1667,28,Self-Employed,Agriculture,Female,South East,26500,UK,642,11400,0,1,0
1675,24,Public,Infrastructure,Female,Scotland,27600,UK,467,9000,0,1,0
1681,21,Public,Law Enforcement,Female,East Anglia,21700,UK,1132,9300,0,1,0
1698,11,Unemployed,N/A,Male,London,0,UK,299,11200,0,1,0
1704,51,Private,Engineering,Female,South East,16100,UK,633,9000,0,1,0
1790,26,Private,Healthcare,Male,Scotland,29400,UK,572,10800,8979,1,0
1816,35,Volunteer,Agriculture,Female,South East,0,UK,784,14000,0,1,0
1863,10,Private,Agriculture,Female,West Midlands,21300,UK,178,7500,0,1,0
1879,24,Unemployed,N/A,Male,South West,0,UK,768,11300,0,1,0
1904,48,Private,Media,Male,South West,24400,UK,662,9700,0,1,0
1906,31,Public,Education,Male,East Anglia,21700,UK,395,8400,0,1,0
1940,24,Public,Healthcare,Female,London,35200,UK,169,10800,0,1,0
1948,24,Private,Engineering,Male,West Midlands,25500,UK,470,9800,0,1,0
1971,28,Private,Agriculture,Female,South West,17700,UK,545,11500,0,1,0
1990,37,Private,Agriculture,Female,Wales,9900,UK,256,11300,0,1,0
2000,56,Public,Law Enforcement,Male,West Midlands,22000,UK,315,11200,0,1,0
2004,38,Private,Finance,Female,East Anglia,21300,UK,286,13600,0,1,0
2006,18,Unemployed,N/A,Male,North West,0,UK,315,10700,0,1,0
2011,30,Private,Engineering,Female,North West,9600,UK,25,8300,0,1,0
2060,26,Private,Law,Male,South West,21300,UK,502,11800,0,1,3
2107,18,Public,Infrastructure,Female,South East,30000,UK,174,10700,0,1,0
2118,24,Unemployed,N/A,Female,North West,0,UK,674,11900,0,1,0
2156,28,Private,Retail,Female,North West,26500,UK,687,8700,0,1,0
2166,16,Unemployed,N/A,Female,North West,0,UK,832,12400,0,1,0
2167,21,Unemployed,N/A,Female,Scotland,0,UK,321,9500,0,1,0
2172,57,Private,Finance,Male,London,13400,Ot,836,10800,0,1,0
2177,34,Private,Finance,Female,East Anglia,32700,UK,664,12300,0,1,0
2181,36,Private,Engineering,Male,London,24600,UK,398,12300,0,1,0
2262,28,Private,Finance,Male,North West,24800,UK,587,6800,0,1,0
2266,25,Private,Media,Male,London,26200,UK,262,9700,0,1,0
2285,44,Private,Technology,Male,Scotland,23100,UK,7,9500,0,1,0
2286,38,Private,Technology,Female,Scotland,27200,UK,550,8100,0,1,0
2331,30,Public,Military,Female,Midlands,23000,UK,252,11700,0,1,0
2398,18,Private,Law,Male,West Midlands,23300,UK,176,6900,0,1,0
2403,49,Private,Technology,Female,South East,52200,UK,387,7100,0,1,0
2437,42,Public,Military,Female,South East,31400,UK,588,10800,0,1,0
2446,53,Private,Finance,Male,North West,11400,Pa,433,11600,0,1,0
2478,14,Unemployed,N/A,Female,North West,0,UK,875,12100,0,1,0
2492,33,Private,Law,Female,South West,36500,UK,810,10700,0,1,0
2510,24,Unemployed,N/A,Female,Midlands,0,UK,565,10300,0,1,0
2511,59,Private,Retail,Female,East Anglia,8000,UK,477,12400,0,1,0
2535,49,Private,Agriculture,Female,West Midlands,19000,UK,518,8300,0,1,0
2541,55,Private,Technology,Female,South East,18400,UK,796,12100,0,1,0
2551,56,Private,Media,Male,North West,14100,UK,395,9700,0,1,0
2558,37,Private,Retail,Female,South West,22400,UK,355,9300,0,1,0
2566,41,Private,Agriculture,Female,South East,61700,UK,784,7300,0,1,0
2570,29,Private,Retail,Female,London,27400,UK,470,10000,0,1,0
2581,29,Private,Agriculture,Female,London,30500,UK,690,13200,0,1,0
2598,36,Private,Agriculture,Female,London,15800,UK,273,12200,0,1,0
2605,33,Private,Healthcare,Male,South East,9300,UK,773,11000,0,1,0
2612,72,Private,Finance,Female,South West,13500,UK,176,9400,0,1,0
2613,41,Private,Healthcare,Female,South East,39500,UK,455,10200,0,1,0
2622,19,Public,Education,Female,South West,25000,UK,242,7300,0,1,0
2645,38,Private,Agriculture,Female,West Midlands,32400,UK,455,10100,0,1,0
2659,21,Public,Law Enforcement,Female,Midlands,21800,UK,566,10700,0,1,0
2662,19,Unemployed,N/A,Male,North East,0,UK,668,11700,0,1,0
2712,54,Private,Finance,Female,South East,12000,UK,947,9900,0,1,0
2722,36,Private,Media,Male,London,41400,UK,564,10800,0,1,0
2742,65,Unemployed,N/A,Female,North West,0,UK,522,10800,0,1,0
2756,39,Private,Law,Female,North West,41600,UK,65,8000,0,1,0
2810,39,Private,Media,Female,West Midlands,28100,UK,471,9600,0,1,0
2839,21,Private,Engineering,Male,North West,19100,UK,405,11300,0,1,0
2879,60,Private,Law,Male,London,16100,UK,394,8100,0,1,0
2896,33,Private,Technology,Male,Midlands,23600,UK,305,8600,0,1,0
2907,26,Private,Agriculture,Female,South East,23600,UK,710,9100,0,1,0
2988,49,Private,Healthcare,Female,South East,18000,UK,1073,10300,0,1,0
3018,24,Private,Finance,Male,London,32000,UK,1113,9000,0,1,0
3027,25,Private,Media,Female,London,22500,UK,611,12200,0,1,0
3030,41,Self-Employed,Education,Male,South East,25000,UK,740,8900,0,1,0
3037,32,Private,Healthcare,Female,Northern Ireland,11700,UK,14,11900,0,1,0
3041,10,Private,Technology,Male,South East,39600,UK,658,7700,0,1,0
3097,40,Private,Retail,Male,Scotland,23800,UK,516,12500,0,1,0
3113,33,Private,Healthcare,Female,London,23500,UK,584,8800,0,1,0
3136,28,Private,Healthcare,Male,Scotland,22300,UK,271,8800,0,1,0
3137,31,Private,Retail,Male,Midlands,11000,UK,82,11200,0,1,0
3151,14,Public,Law Enforcement,Male,North East,23100,UK,342,9000,0,1,0
3152,34,Private,Engineering,Male,London,36300,UK,853,11200,0,1,0
3163,36,Private,Agriculture,Female,South East,29000,UK,886,13500,0,1,0
3174,38,Self-Employed,Education,Female,London,16300,UK,506,5300,0,1,0
3178,26,Private,Technology,Female,London,22700,UK,208,9400,0,1,0
3195,57,Private,Technology,Male,South West,12700,UK,608,6200,4836,1,0
3208,58,Private,Agriculture,Male,South East,16300,UK,139,9400,0,1,0
3253,34,Public,Military,Female,Wales,21100,UK,168,8900,0,1,0
3261,20,Public,Healthcare,Female,West Midlands,24300,UK,290,9400,0,1,0
3270,23,Unemployed,N/A,Female,South East,0,UK,343,11300,0,1,0
3282,16,Unemployed,N/A,Male,East Anglia,0,UK,218,8500,0,1,0
3315,24,Public,Healthcare,Female,South East,27800,UK,24,9200,0,1,0
3320,42,Volunteer,Education,Male,London,0,UK,369,8900,0,1,0
3324,16,Private,Agriculture,Female,West Midlands,12200,UK,193,10600,0,1,0
3326,29,Self-Employed,Technology,Female,East Anglia,25200,UK,457,7800,0,1,0
3349,22,Unemployed,N/A,Female,Scotland,0,UK,796,9800,0,1,0
3395,39,Private,Retail,Female,North West,25000,UK,788,7900,0,1,0
3417,56,Private,Finance,Male,North West,12800,UK,475,12600,6729,1,0
3425,18,Private,Healthcare,Male,South East,29100,UK,746,11100,0,1,0
3427,69,Private,Healthcare,Male,London,13000,UK,547,8800,0,1,0
3464,29,Private,Retail,Male,London,28900,UK,67,12000,0,1,0
3501,30,Public,Healthcare,Male,South West,25300,UK,705,9200,0,1,0
3542,22,Public,Education,Male,West Midlands,21600,UK,512,10000,0,1,0
3607,56,Private,Healthcare,Female,South East,11800,UK,607,12200,0,1,0
3611,25,Self-Employed,Technology,Male,South East,21300,UK,144,8800,0,1,0
3614,18,Unemployed,N/A,Male,North West,0,UK,652,8600,0,1,0
3639,21,Public,Healthcare,Male,South East,29900,UK,189,9500,0,1,0
3640,19,Public,Education,Female,South East,32700,UK,710,8900,0,1,0
3657,18,Public,Education,Female,London,31100,UK,186,10800,0,1,0
3669,55,Private,Retail,Female,South East,12600,Ot,726,13400,0,1,0
3670,22,Unemployed,N/A,Male,West Midlands,0,UK,788,10400,0,1,0
3693,19,Public,Military,Male,London,32700,UK,973,11200,0,1,0
3698,33,Private,Retail,Female,South East,42100,UK,579,10800,0,1,0
3706,37,Private,Healthcare,Male,North West,18900,UK,1089,8600,0,1,0
3708,24,Private,Finance,Male,North West,32900,UK,413,13800,0,1,0
3725,66,Private,Agriculture,Female,London,12700,UK,660,9400,0,1,0
3759,29,Public,Education,Female,North West,22700,UK,698,11000,0,1,0
3764,25,Private,Agriculture,Male,South East,27700,UK,720,11200,0,1,0
3775,22,Private,Law,Male,South East,27100,UK,438,10300,0,1,0
3808,34,Private,Media,Female,West Midlands,12800,UK,70,10100,0,1,0
3828,36,Public,Healthcare,Female,South East,29000,UK,222,10100,0,1,0
3834,45,Private,Agriculture,Female,North West,34900,UK,773,12900,0,1,0
3855,41,Private,Law,Female,London,18600,UK,74,8700,0,1,0
3861,38,Private,Media,Male,South East,32300,UK,652,11300,0,1,0
3869,34,Private,Media,Male,London,32000,UK,237,9100,0,1,0
3882,27,Private,Finance,Female,Scotland,25800,UK,234,10900,0,1,0
3917,26,Private,Engineering,Female,London,29500,UK,726,6600,0,1,0
3996,25,Private,Engineering,Female,North West,21400,UK,251,7400,0,1,0
4028,25,Private,Healthcare,Male,London,30400,UK,435,14100,0,1,0
4030,35,Private,Media,Male,Scotland,23200,UK,572,9800,0,1,0
4039,71,Private,Finance,Male,South East,15600,UK,780,8300,12000,1,0
4104,16,Public,Military,Male,Scotland,24500,UK,74,10200,0,1,0
4117,34,Public,Infrastructure,Male,West Midlands,16900,UK,588,9700,0,1,0
4152,13,Unemployed,N/A,Male,South East,0,UK,663,9200,0,1,0
4161,25,Private,Finance,Female,Scotland,18800,UK,639,14900,0,1,0
4239,24,Unemployed,N/A,Female,South East,0,UK,657,9400,0,1,0
4276,14,Public,Healthcare,Female,West Midlands,21500,UK,674,7800,0,1,0
4286,24,Public,Healthcare,Female,South East,30100,UK,342,10900,0,1,0
4314,11,Private,Engineering,Female,Wales,8300,UK,378,8700,0,1,0
4390,46,Private,Retail,Male,East Anglia,15000,UK,628,10400,0,1,0
4401,27,Private,Engineering,Male,London,36300,UK,474,12400,13861,1,0
4417,26,Private,Retail,Male,Midlands,19100,UK,360,9000,0,1,0
4429,43,Private,Technology,Female,Northern Ireland,15600,UK,619,11800,0,1,0
4470,18,Unemployed,N/A,Female,North West,0,UK,180,12300,0,1,0
4472,24,Private,Healthcare,Male,West Midlands,9900,UK,358,11400,0,1,0
4516,26,Private,Technology,Female,London,33700,UK,692,13000,0,1,0
4560,30,Private,Healthcare,Male,North West,15100,UK,758,14200,0,1,0
4579,63,Private,Technology,Male,London,15700,UK,685,9300,0,1,0
4614,25,Public,Education,Female,North West,27400,UK,409,5800,0,1,0
4615,49,Public,Education,Male,London,29800,UK,171,10200,0,1,0
4654,43,Private,Media,Male,South West,51000,UK,706,8800,0,1,0
4667,50,Private,Law,Female,Midlands,7900,UK,450,8300,0,1,0
4679,48,Private,Law,Female,South East,26700,UK,893,9100,0,1,0
4714,34,Private,Engineering,Male,South West,31500,UK,831,6400,0,1,0
4716,32,Private,Finance,Female,West Midlands,21200,UK,342,8700,0,1,0
4717,28,Private,Healthcare,Female,West Midlands,14400,UK,249,10500,0,1,0
4751,30,Private,Retail,Male,North West,73400,UK,621,11000,0,1,0
4800,26,Volunteer,Healthcare,Male,South West,0,UK,696,8400,0,1,0
4803,24,Unemployed,N/A,Male,West Midlands,0,UK,577,11600,0,1,0
4807,30,Private,Technology,Male,Wales,21500,UK,803,9100,0,1,0
4812,25,Private,Law,Female,South West,24200,UK,449,14300,0,1,0
4882,22,Public,Healthcare,Female,London,30000,UK,570,10600,0,1,0
4956,43,Private,Technology,Male,West Midlands,12700,UK,814,7900,6223,1,0
4958,19,Private,Healthcare,Male,Midlands,18200,UK,580,12300,0,1,0
4990,40,Private,Retail,Male,South East,71400,UK,618,12000,0,1,0
4996,11,Public,Law Enforcement,Male,South East,29600,UK,711,11700,0,1,0
5003,72,Unemployed,N/A,Male,Midlands,0,UK,646,11900,12247,1,0
5011,16,Public,Infrastructure,Female,East Anglia,19500,UK,527,6300,0,1,0
5027,44,Private,Retail,Female,South West,34500,UK,727,9200,0,1,0
5046,23,Unemployed,N/A,Male,London,0,UK,109,8900,0,1,0
5048,22,Unemployed,N/A,Male,North West,0,UK,216,7900,0,1,0
5061,18,Private,Retail,Female,South West,21500,UK,217,9700,0,1,0
5129,18,Private,Law,Male,Scotland,29900,UK,435,10900,0,1,0
5144,24,Private,Healthcare,Female,South West,29500,UK,472,10900,0,1,0
5177,14,Public,Infrastructure,Female,South West,23600,UK,397,11500,0,1,0
5199,36,Private,Healthcare,Female,South East,27100,UK,724,9700,0,1,0
5245,23,Public,Education,Male,North West,26400,UK,1232,9200,0,1,0
5250,34,Private,Law,Male,North West,16900,UK,81,9800,0,1,0
5302,28,Private,Law,Female,Midlands,30300,UK,336,13100,0,1,0
5317,44,Private,Engineering,Female,South East,55900,UK,658,9600,0,1,0
5319,37,Private,Agriculture,Female,South East,31000,UK,93,10900,0,1,0
5344,22,Public,Healthcare,Male,East Anglia,18500,UK,688,8500,0,1,0
5362,21,Public,Law Enforcement,Female,South East,28900,UK,948,14100,0,1,0
5435,70,Unemployed,N/A,Female,North West,0,UK,715,11000,431,1,0
5464,31,Private,Healthcare,Female,West Midlands,14800,UK,7,9700,11922,1,0
5466,23,Public,Healthcare,Female,South West,23600,UK,249,8700,0,1,0
5473,30,Private,Law,Male,London,35200,Ir,220,9900,0,1,1
5476,26,Public,Education,Male,South East,30100,UK,836,9300,0,1,0
5480,27,Private,Engineering,Female,South East,35400,Ir,790,9800,0,1,0
5497,41,Private,Finance,Female,Scotland,17500,UK,318,6500,0,1,0
5500,18,Unemployed,N/A,Female,London,0,UK,507,8300,0,1,0
5530,46,Private,Agriculture,Male,South East,69800,UK,586,8900,0,1,0
5534,20,Public,Infrastructure,Female,Northern Ireland,20700,UK,731,12700,0,1,0
5542,20,Unemployed,N/A,Male,South West,0,UK,747,8400,0,1,0
5637,59,Private,Retail,Male,North West,15300,UK,737,11900,0,1,0
5652,63,Private,Agriculture,Female,South East,14000,UK,950,11200,0,1,0
5663,27,Private,Engineering,Female,Midlands,21400,UK,409,10800,0,1,0
5673,27,Private,Finance,Female,North West,22100,UK,503,12500,0,1,0
5731,31,Public,Military,Female,Scotland,25700,UK,917,9800,0,1,0
5754,15,Private,Retail,Male,South East,25300,UK,404,10300,0,1,0
5755,65,Private,Retail,Male,Scotland,12700,UK,759,11600,0,1,0
5812,48,Private,Retail,Female,South West,24900,Po,53,11600,0,1,0
5871,27,Private,Finance,Male,Scotland,20500,UK,177,10900,0,1,0
5883,48,Private,Engineering,Female,North West,34200,UK,619,10400,0,1,0
5918,24,Unemployed,N/A,Male,West Midlands,0,UK,331,10600,0,1,0
5937,21,Public,Education,Female,North West,22200,UK,502,9300,0,1,1
5947,20,Unemployed,N/A,Female,West Midlands,0,UK,380,8900,0,1,0
5961,51,Private,Media,Male,Wales,12000,UK,772,7700,0,1,0
5971,43,Private,Agriculture,Male,Scotland,36600,UK,254,8500,0,1,0
5986,55,Private,Media,Male,South East,14800,UK,942,9800,18973,1,0
5995,32,Public,Education,Female,West Midlands,20300,UK,305,8200,0,1,0
6002,35,Private,Technology,Male,North West,41200,UK,693,10400,15627,1,0
6024,24,Unemployed,N/A,Female,London,0,UK,276,13300,0,1,0
6029,90,Private,Engineering,Male,South East,15300,UK,488,9800,9909,1,0
6070,26,Private,Healthcare,Male,North West,29200,UK,175,10800,0,1,0
6073,24,Private,Law,Male,West Midlands,19500,UK,783,13100,0,1,0
6081,25,Private,Technology,Female,South East,39700,UK,309,10200,0,1,0
6135,23,Private,Healthcare,Female,South East,27000,UK,510,7200,0,1,0
6136,25,Private,Retail,Male,South East,31000,UK,15,12900,5304,1,0
6161,19,Unemployed,N/A,Male,South East,0,UK,373,10500,0,1,0
6168,18,Private,Law,Female,Northern Ireland,9900,UK,346,8200,0,1,0
6198,15,Unemployed,N/A,Male,South East,0,UK,217,8300,0,1,0
6229,37,Private,Agriculture,Female,London,23100,UK,829,7200,0,1,0
6241,40,Private,Media,Female,South East,28500,UK,478,10700,0,1,0
6248,56,Unemployed,N/A,Female,South West,0,UK,192,10900,0,1,0
6289,20,Unemployed,N/A,Male,London,0,UK,229,14500,0,1,0
6293,44,Private,Law,Female,East Anglia,13600,UK,832,10900,0,1,0
6301,15,Public,Military,Male,South East,27800,UK,324,10700,0,1,0
6302,27,Volunteer,Finance,Male,South East,0,UK,362,9100,0,1,0
6323,34,Private,Agriculture,Male,South East,35600,Ot,749,9600,0,1,0
6382,34,Private,Retail,Male,South East,38900,UK,729,9500,0,1,0
6387,27,Private,Finance,Male,North West,23300,UK,448,11600,0,1,0
6408,24,Private,Agriculture,Female,London,26500,UK,1130,12400,0,1,0
6430,67,Private,Engineering,Female,South East,14300,UK,292,15000,0,1,0
6445,30,Private,Technology,Male,South East,97700,UK,574,12500,0,1,0
6486,37,Public,Healthcare,Female,North West,26300,UK,288,13700,0,1,0
6497,44,Private,Media,Female,South East,28000,UK,638,8500,0,1,0
6506,32,Self-Employed,Agriculture,Female,North West,30800,UK,722,5500,0,1,0
6516,58,Private,Agriculture,Male,South East,14100,UK,560,8100,0,1,0
6517,55,Private,Media,Male,East Anglia,9400,Ge,458,8900,0,1,0
6524,19,Private,Technology,Male,West Midlands,19900,UK,425,10200,0,1,0
6534,56,Private,Media,Male,South East,12000,UK,160,9000,0,1,0
6559,38,Private,Retail,Male,South West,34400,UK,554,4800,0,1,0
6602,22,Unemployed,N/A,Male,South East,0,UK,777,7900,0,1,0
6631,50,Private,Retail,Male,North West,11400,UK,538,11900,0,1,0
6632,30,Private,Technology,Male,North West,33400,UK,755,12500,0,1,0
6681,17,Unemployed,N/A,Female,London,0,UK,479,8700,0,1,0
6692,28,Self-Employed,Technology,Female,South West,16900,UK,190,10700,0,1,0
6714,30,Private,Retail,Male,West Midlands,14000,UK,584,9200,0,1,0
6729,35,Private,Technology,Male,North West,28900,UK,707,9000,0,1,0
