ShotId,PlayerID,distance_feet,angle,firstName,lastName,height,weight,position,Score
24577,313,24.4,23,Tiberius,Parker,187.1,92.9,SG,0
24579,75,16.6,3,Kevin,Lunsford,201.7,101,SF,1
24580,224,9.5,35,David,Lundeen,198.6,99.8,SF,1
24581,525,14.7,15,Jalen,Winston,207.2,104.5,PF,1
24582,586,22.6,5,Joshua,Carpenter,196.5,98.5,SF,0
24584,842,19.5,1,Timothy,Spear,224.7,113.1,C,1
24586,616,25.3,40,Christopher,Guereque,201.8,102.4,SF,0
24587,46,21.3,12,Michael,Ruggeri,190.4,96,SG,0
24589,45,19.8,14,Jason,Turner,218,107.4,C,1
24590,809,17.3,21,Nicholas,Thomas,205.4,100.9,PF,0
24591,983,23.3,11,Devante,Flores,213.7,106.6,C,0
24592,131,26.3,38,Jarade,Debose,209.6,105.1,PF,0
24593,280,23.5,4,Kenneth,Fahoury,213.4,106.8,C,0
24594,442,28.3,28,Alexander,Mcbrien,225,111.6,C,0
24595,920,20.1,8,Jason,Hampton,198.1,99.4,SF,1
24597,315,23.9,14,Mohamed,Miller,214.6,106.8,C,1
24598,851,22.7,20,Micah,Canty,208.9,103.3,SF,0
24599,652,17.4,18,Dakota,Tucker,195.8,98.4,SF,1
24600,951,16,47,Aaron,Cunningham,202.6,101.9,SG,0
24613,708,15.4,20,Calvin,Heinecke,209.8,106.6,PF,1
24619,243,10.6,20,Aaron,Williams,222.6,108.5,C,1
24623,780,19.5,7,Skyler,Mierau,198.7,99.9,SF,0
24625,130,22.7,10,Christopher,Ellsworth,224,112.4,C,0
24626,921,24.8,26,Aaron,Wheeler,199.9,99.7,SG,0
24628,549,19.9,0,Tracy,Taylor,190.8,96.6,PG,1
24631,869,24.2,8,Galen,Hudson,191.3,97.1,SG,0
24634,232,15.8,6,Jacob,Estes,190.6,93.5,SG,1
24636,931,29.4,8,Taurean,Harris,199.4,100.3,SF,0
24640,257,21.5,11,Jerry,Morton,209.2,106.6,PF,1
24643,301,19.8,14,L'Trel,Jones,190.8,98.1,PG,0
24644,161,11.5,15,Dequan,Torrence,198.6,99.6,SG,1
24650,241,25.3,22,Quyncc,Camack,223.2,112.6,C,0
24651,357,20.1,12,Javelle,Hawkins,190.8,92.9,PG,0
24653,698,33,27,Austen,Ely,214.2,106.2,PF,0
24654,701,20.8,2,Joshua,Mccray,190.8,95.6,PG,0
24656,179,22.7,10,Soren,Taylor,190.8,95.3,PG,0
24659,659,25.3,33,Phillip,Johnson,190.8,94.8,PG,0
24661,263,11.2,9,Antonio,Mensah,190.8,95.2,PG,1
24662,348,20.4,10,Tyson,Nelson,197.1,99.8,SF,0
24665,301,15.1,7,L'Trel,Jones,190.8,98.1,PG,1
24666,506,16.5,26,Andrew,Kanatzar,202.3,102.6,SF,1
24667,951,27.1,36,Aaron,Cunningham,202.6,101.9,SG,0
24669,274,21,6,Austin,Cochran,201.8,102.9,SF,1
24670,6,16.6,15,Zachary,Sutton,188.1,95.6,SG,1
24671,361,14.3,8,Davaughn,Laneir,201.3,102.4,SF,1
24673,506,24.1,0,Andrew,Kanatzar,202.3,102.6,SF,1
24679,676,18.2,25,Shelby,Stone,218,108,C,0
24680,86,19.6,16,John,Eden,195.7,98.1,SF,1
24681,26,24.6,1,Tory,Fernelius,190.8,96.4,PG,0
24685,982,14.6,16,Andrew,Underwood,219.5,109.9,C,1
24687,377,25.7,6,Camren,Kiper,212.5,106.2,PF,0
24688,210,18.6,5,Neal,Doty,190.8,96,PG,0
24689,688,19.5,29,Matias,Cook,198.2,100.3,SG,0
24690,3,21.7,21,Tyler,Johnson,190.8,94.5,PG,0
24691,643,23.9,19,Darius,Abdalla,200.8,99.5,SF,0
24692,588,21.5,14,Dmitry,Killingsworth,224.2,112.1,C,1
24693,594,11.7,1,Ryan,Meschelle,190.8,95.6,PG,1
24695,728,22.5,16,Dominik,Craig,190.8,95.2,PG,0
24696,351,25.4,10,Tevin,Cook,190.6,96.1,SG,0
24697,870,19,11,Dawson,Vincent,212.9,105.9,PF,0
24699,221,22.9,24,Harry,Robinson,199.8,100.1,SF,0
24704,627,15.4,38,Chaise,Lewis III,199.2,99.6,SF,0
24706,818,21.1,16,Ryan,Ravan,202.7,100.4,SG,1
24707,105,15.3,3,Ronnie,Wofford,190.8,95.2,PG,1
24708,543,15.7,10,Kameron,Littlejohn,206,104.1,PF,1
24710,920,10.9,2,Jason,Hampton,198.1,99.4,SF,1
24715,639,22.4,28,Xzavier,Washington,201.6,101.6,SF,0
24716,562,23.6,12,Christian,Simmons,199.1,99.8,SF,0
24717,364,16.5,13,Ryan,Hlatki,200.8,100.5,SF,0
24719,431,21.9,3,Daquan,Dubale,195.5,99.1,SG,1
24720,88,12.8,9,Taylor,Stouffer,190.8,95.8,PG,1
24722,366,21.4,43,Kyle,Davis,208.3,103.1,PF,0
24724,764,20.2,30,Leo,Fittje,210.5,104.7,PF,0
24725,136,13.5,15,Benjamin,Whitcomb,194.6,98.1,SG,1
24727,305,15.8,2,Amadou,Beatty,195,97,SG,1
24731,232,26.5,9,Jacob,Estes,190.6,93.5,SG,0
24732,172,15.6,18,Shay,Quaney,208.5,103.6,PF,1
24733,95,27.5,22,Christopher,Bati,190.8,95,PG,0
24734,388,22.4,11,Mark,Eckhardt,200.3,100.6,SF,0
24735,618,12.2,7,Hart,Sawaged,213,106.1,PF,1
24737,69,20.2,1,Jordan,Mcneal,201.3,99.8,SF,1
24741,612,12.2,4,Brandon,Parker,190.8,95.5,PG,1
24742,827,17.5,46,Joshua,Kratz,213.7,106.9,PF,0
24743,156,17.7,31,Edward,Lashbrook,208.1,105.1,PF,0
24744,25,14.5,7,Devion,Porter,190.8,94.9,PG,1
24745,266,20.9,3,Kody,Ziemba,190.8,96.1,PG,1
24748,258,14.4,20,Tyler,Koslosky,210,105.6,C,0
24750,796,20.8,16,Dalton,Rather,194.7,98.4,SG,1
24751,182,25.9,21,Zachary,Simpson,190.8,96.4,PG,0
24757,442,13.7,18,Alexander,Mcbrien,225,111.6,C,1
24758,969,21.7,37,Keshaun,Haji,190.8,95.3,PG,0
24760,655,17.3,13,Dewon,Crossley,204.8,101.3,SF,1
24761,299,14.4,1,Patrick,Walker-Savoy,198.4,98.4,SF,1
24763,837,18.7,1,De'Ron,Robinson,218.8,108.1,C,1
24764,915,14,19,Shaquille,Towers,215.3,107.5,C,0
24768,411,16.5,41,Dante,Maxey-Bell,210.3,104.8,C,0
24774,193,8.2,10,Tyler,Grant,202.2,99.4,SF,1
24776,145,21.5,26,Daud,Forrest,190.8,93.8,PG,0
24779,917,20.2,5,Charles,Baker,218.5,109.3,C,1
24780,688,13.2,3,Matias,Cook,198.2,100.3,SG,1
24782,911,14.5,5,Mathew,Perry,190.8,94.9,PG,1
24783,687,16.7,21,Terrell,Hayes,195.2,97.8,SG,1
24785,721,15.4,12,Faunte,Lee,202.9,100.1,SF,1
24786,203,14.9,31,Dominique,Chaffin,194.8,98.7,SG,0
24788,939,28.7,2,Antoine,Ware,189.6,94.7,SG,0
24789,767,15.2,1,Blayre,Jones,190.8,94.7,PG,1
24790,342,23.5,4,Anthonie,Java,208.6,104,PF,0
24794,396,21.3,16,Grant,Merewether,207.2,103.9,PF,1
24795,746,12.4,4,Kolton,Kohle,213.2,104.4,PF,1
24797,137,19.8,10,Eugene,Ba,215.7,106.1,PF,1
24801,18,17.9,3,Logan,Thompson,190.8,95.8,PG,1
24802,591,27.1,11,Vernon,Omar,208.1,102.8,PF,0
24803,385,20.5,10,Shaquille,Campbell,190.8,96.4,PG,0
24804,401,10.1,15,Joshua,Dillon,204.8,101.7,PF,1
24805,624,15.6,6,Tyler,Rillings,221.7,109.9,C,1
24807,505,20.2,9,Jayson,Powell,201.7,99.8,SF,1
24808,463,18,16,Dante,Burnett,196.3,101.5,SG,1
24810,264,29.7,1,Chase,Lambert,217.2,110.4,C,0
24811,486,20.8,5,Kevin,Velic,190.8,95.3,PG,0
24812,696,12.8,23,Bryan,Deeb,208.6,103.1,PF,1
24813,513,20,3,Ronald,Fletcher,202.8,101.8,SF,0
24814,976,20.1,0,Quincy,Galligan,190.8,94.1,PG,1
24815,547,20.2,19,Brandon,Bell,208.9,105.1,PF,1
24816,782,13,19,Andrew,Schuelke,190.8,95.4,PG,1
24819,349,24.7,6,Tevon,Walters,217.5,107.8,C,0
24821,816,17.5,14,Logan,Elliott,193.7,98.6,SG,0
24823,6,19.7,20,Zachary,Sutton,188.1,95.6,SG,1
24824,162,25.9,2,Aleksandr,Mccurry,196,97.2,SG,0
24826,40,15.4,1,Grant,Rogers,204.3,101.9,SF,1
24827,482,24,4,Dylan,Sinclair,210.7,105.3,PF,0
24829,572,19.4,25,Jordan,Stoltzfus,210.1,105.3,PF,0
24830,704,26.5,11,Brandon,Jackson,198.8,98.9,SF,0
24831,96,19.4,3,Kyle,Thorn,205.6,103.5,SF,1
24835,247,22.3,24,Austin,Adams,190.8,96.2,PG,0
24836,474,24.2,9,Adam,Waterman,206.6,104.8,PF,0
24839,794,10.8,11,Shawn,Schloesser,210.3,105.7,PF,1
24840,996,24,27,Logan,Pinion,196.6,97.2,SG,0
24847,117,24.2,8,Desha,Burnley,213.2,105.1,PF,1
24848,384,31,5,Garrett,Mccomas,200.5,101.4,SF,0
24849,162,18.5,3,Aleksandr,Mccurry,196,97.2,SG,1
24850,681,21.7,16,Devin,Brandon,201.4,100.3,SF,0
24851,839,15.7,2,Eisley,Davison,214.7,106.8,PF,1
24853,747,25.5,1,Yapheth,Williams,203.3,100.3,SF,0
24855,866,12.3,5,Ryan,Fiedler,199.4,98.5,SG,1
24856,122,14.4,10,Taylon,Laisure,195,97.6,SF,1
24861,552,27,3,Anthony,Bannon,196.8,98.4,SG,0
24862,51,24.2,10,Sir,Fry,201.6,101.9,SF,0
24863,46,24.4,7,Michael,Ruggeri,190.4,96,SG,0
24865,126,20.3,1,Ryan,Allen,190.8,96.4,PG,1
24867,544,27.7,10,Benjamin,Ball,196.3,97.4,SF,0
24872,143,23.5,1,Christian,Dauthard,218.8,108.8,C,1
24873,776,17.5,28,Chayce,Rucker,190.8,94.5,PG,0
24874,68,26.7,5,Charles,Nielsen,190.8,95.1,PG,0
24878,222,20.4,8,Wyatt,Zimecki,190.8,96.9,PG,0
24879,980,14.8,6,Chase,Goettelman,195.4,96.8,SF,1
24880,219,15.3,47,Deon,London,193.2,96.3,SF,0
24882,751,23.3,8,Kyree,Towers,218.2,108.7,C,1
24885,796,21.9,3,Dalton,Rather,194.7,98.4,SG,1
24886,585,22,19,Deonta,Polk,195.7,99.5,SG,0
24887,494,16.3,3,Auston,Mcmanus,204.6,102,PF,1
24888,984,14.6,2,Jordan,Boyle,204.5,104.6,SF,1
24889,473,21.7,16,Christian,Morgan,197.5,97,SG,0
24892,16,19.7,14,Ryan,Oldham,190.8,95.3,PG,0
24893,828,25.7,12,Kyle,Kutter,197.8,97.9,SF,0
24897,464,23.2,9,Michael,Thompson,224.6,112,C,0
24900,646,30,17,Dylan,Burns,201.9,100.1,SF,0
24902,949,21.9,14,Floyd,Harris,197.8,98.1,SG,1
24906,517,16.9,1,Teddy,Reed Harris,215.7,107.8,C,1
24909,860,15.7,9,Drew,Sexton,195.1,99,SG,1
24913,892,17.6,3,Conner,Graef,205.1,102.3,PF,1
24914,212,28,13,Daniel,Fitzsimmons,190.8,95.5,PG,0
24915,405,21.1,16,James,Cunningham,193,96.4,SG,1
24917,64,15.3,24,Cole,Kimber,203.6,101.6,SF,1
24918,300,24.7,42,Mitchell,Brown,190.8,96,PG,0
24919,795,12.9,3,Donovan,Trotman,190.8,94.6,PG,1
24921,211,21.3,39,Andrew,Elhussen,222.2,112.3,C,0
24924,994,19.6,23,Drake,Hinrich,208.7,104.5,PF,0
24927,16,13.4,26,Ryan,Oldham,190.8,95.3,PG,1
24928,814,23.6,33,Aaron,Taylor,204.2,101.2,PF,0
24930,175,19.8,3,Isaac,Douglas,200.4,102.1,SF,1
24932,519,22.2,2,Darryl,Harrell,190.8,96.2,PG,0
24934,752,17.6,30,Kyle,Zimkas,219,108.8,C,0
24935,750,15.8,17,Christopher,Bennett,190.8,94.9,PG,1
24936,265,13.8,1,Kentuan,Bozeman,190.8,97.7,PG,1
24938,526,23.7,6,Jacob,Willey,218.9,109.4,C,0
24939,867,24.6,6,Tyrell,Jackson,190.8,94.7,PG,0
24945,514,25.9,12,Cyrus,Villarreal,209.8,104.3,PF,0
24949,66,17.2,11,Jose,Coyle,215.9,107.5,C,0
24954,501,25.6,2,Brandon,Wright,221.3,110.2,C,0
24955,574,24,5,Adam,Calhoon,190.7,93.9,SG,0
24956,441,18.5,28,Brian,Mccoy,221,110.9,C,1
24961,689,11.7,16,Darius,Daughtry,218.1,110.1,C,1
24966,672,18,6,Ace,Kujath,194.5,97.5,SG,1
24967,120,19.1,4,Jack,Harvey,205.1,103.4,SF,1
24970,775,25.8,38,Darrian,Dussault,190.8,94.7,PG,0
24971,287,20,3,Adrian,Daniel,207.5,105,PF,1
24976,573,14.1,49,John,Harris,222.8,112.8,C,0
24977,112,17.9,10,Casey,Laustsen,195.9,99.3,SF,1
24978,839,14,21,Eisley,Davison,214.7,106.8,PF,1
24979,984,6.8,16,Jordan,Boyle,204.5,104.6,SF,1
24981,927,24.3,20,Bryan,Lyons,203.5,101.4,SF,0
24982,227,26.8,9,Joel,Stepney,197.7,96.9,SG,0
24983,913,15.5,0,Michael,Mosley,191.8,96.1,SG,1
24984,618,19.8,14,Hart,Sawaged,213,106.1,PF,1
24986,491,17.8,11,Deandre,Norman,203.8,102.9,SF,0
24987,815,12.6,7,Dominic,Brown,211.2,105.7,PF,1
24988,189,10.6,8,James,Riley,216,108.5,C,1
24990,678,12.7,1,Jonathon,Thompson,212.4,106.6,PF,1
24991,882,19.3,8,Brian,Draper,190.8,96.1,PG,0
24995,629,20.2,2,Marcus,Brown,220.6,109.3,C,0
24996,970,21.6,44,Alexander,Galvin,198.9,98.8,SF,0
24997,17,16.1,11,Shannen,Nicholson,225,110.7,C,1
24999,111,30.4,7,Landyn,Cleckley,208.4,105,PF,0
25000,432,20.3,3,Kevin,Neuenschwander,221.4,112,C,1
25001,824,20.2,8,Trent,Duncan,190.8,96.4,PG,1
25002,654,22.4,9,Patrick,Gordon,190.8,96.1,PG,1
25007,988,14.5,4,Rylan,Power,195.5,98.3,SG,1
25015,559,26.2,3,Terrell,Duncan,190.8,95.9,PG,0
25020,172,21.6,2,Shay,Quaney,208.5,103.6,PF,1
25024,398,19.7,20,Travis,Elsey,190.8,94.6,PG,0
25025,47,22.3,2,Davion,Wheeler II,211.6,106.7,C,0
25026,249,22.9,13,Desmond,Abdelgadir,218.5,110.1,C,0
25029,553,18.1,0,Marcellus,Pennington,192.4,95.2,SG,1
25030,554,19.3,18,Kyle,Prager,200.9,101.3,SF,0
25032,705,18.5,29,Isaiah,Martin,211.5,105.3,C,0
25033,800,16.1,2,Brandon,Ryan,208.5,105.4,PF,1
25036,658,32.5,2,Matthew,Belarde,216.5,106.6,PF,0
25038,224,17.4,22,David,Lundeen,198.6,99.8,SF,0
25041,775,22.2,18,Darrian,Dussault,190.8,94.7,PG,0
25042,3,26.7,68,Tyler,Johnson,190.8,94.5,PG,0
25043,837,26.8,23,De'Ron,Robinson,218.8,108.1,C,0
25044,905,25,14,Le'Ondre,Thomas,197.7,101.3,SF,0
25045,349,11.4,6,Tevon,Walters,217.5,107.8,C,1
25046,964,30.9,16,Andrew,Smargie,211.1,106.5,PF,0
25051,892,21.4,1,Conner,Graef,205.1,102.3,PF,1
25053,733,15.9,30,Marcus,Davis,210.7,103.4,PF,1
25054,661,22.2,9,Zsakkar,Hill-Allen,211.2,106.5,PF,1
25056,931,17.6,34,Taurean,Harris,199.4,100.3,SF,0
25059,689,27.3,33,Darius,Daughtry,218.1,110.1,C,0
25062,332,16.4,34,Nathan,Nagel Hersch,197.7,100.9,SF,0
25064,385,6.7,7,Shaquille,Campbell,190.8,96.4,PG,1
25065,720,23.1,9,Parker,Truesdell,219.5,109.4,C,0
25066,240,19.3,1,Jay,Baum-Flint,203.6,103.8,SF,0
25072,678,20,6,Jonathon,Thompson,212.4,106.6,PF,0
25075,718,23.2,47,Kaddis,Harmon,190.8,95.9,PG,0
25078,857,18.3,8,Terry,Tilmon,214.4,106.9,PF,1
25082,29,23.4,14,Davion,Pollock,196.7,98.4,SG,0
25083,559,25.1,5,Terrell,Duncan,190.8,95.9,PG,0
25085,255,19.1,26,Terrance,Hetherington,196.5,97,SF,0
25086,810,22.9,17,Korey,Smiley,190.8,94.4,PG,0
25088,206,16.9,6,Maxim,Doig,219,109.6,C,1
25089,307,12,10,Elijah,Jones,209.7,103.6,PF,1
25091,49,22.9,37,Nathan,Dickson,200.1,100.9,SG,0
25092,698,21.6,17,Austen,Ely,214.2,106.2,PF,1
25093,5,23.2,26,Terrell,Sidberry-White,201.9,100.3,SF,0
25096,568,15.5,9,Nicholas,Martin,190.8,96,PG,1
25098,396,15.6,2,Grant,Merewether,207.2,103.9,PF,1
25100,481,24.6,1,Davon,Stubblefield,190.8,95.5,PG,1
25101,31,20.8,13,Jamall,Turner,202.4,101,SF,0
25102,827,28.1,13,Joshua,Kratz,213.7,106.9,PF,0
25107,62,22.3,23,Ryan,Sharer-Meneley,210.9,107.1,PF,0
25108,67,21.7,5,Khari,Welford,187.4,93.4,SG,1
25109,88,20,21,Taylor,Stouffer,190.8,95.8,PG,0
25110,873,21.9,16,Montrey,Mitchell,190.8,94.9,PG,0
25111,846,20.7,8,Zakkery,Martin,200.8,99.9,SG,1
25112,521,18.1,7,Devante,Wilkins,207.4,102.1,PF,1
25114,288,19.7,1,Aaron,Stieb,190.8,96.9,PG,1
25115,828,14.4,5,Kyle,Kutter,197.8,97.9,SF,1
25118,265,26.3,31,Kentuan,Bozeman,190.8,97.7,PG,0
25121,366,27.8,23,Kyle,Davis,208.3,103.1,PF,0
25124,930,20.2,17,Cole,Turner,190.8,93.5,PG,0
25125,795,19.7,4,Donovan,Trotman,190.8,94.6,PG,0
25126,454,23.8,40,Zachary,Gotwald,195.3,97.4,SF,0
25127,305,29.6,9,Amadou,Beatty,195,97,SG,0
25128,498,17.4,1,Zachery,Frushour,207.4,104,SF,0
25131,864,13.9,43,Christian,Bantis,190.8,96.2,PG,0
25132,521,15.5,8,Devante,Wilkins,207.4,102.1,PF,1
25133,72,20.8,6,Russell,Johnson,188.4,92.7,SG,1
25140,324,23.4,28,Brian,Miller,204.5,102,PF,0
25141,256,19.7,8,Cody,Finney,223,112.1,C,1
25142,453,11.2,6,Khyrie,Tribble,215.8,107.5,C,1
25144,16,23.4,14,Ryan,Oldham,190.8,95.3,PG,0
25145,783,25.3,9,Christopher,Roth,224.9,112.5,C,0
25146,814,16.5,17,Aaron,Taylor,204.2,101.2,PF,1
25147,194,18.8,5,Taylor,Comer,190.8,94.7,PG,0
25148,328,21,2,Bryce,Stegner,208.6,103.8,PF,1
25149,946,16,5,Jack,Luckner,200.1,99.7,SF,1
25151,88,10.8,6,Taylor,Stouffer,190.8,95.8,PG,1
25152,918,22.2,2,Kristopher,Rupp,199.3,100.4,SF,1
25153,33,22.3,12,Devaun,Cureton,190.8,95.3,PG,0
25155,294,21.1,17,Damir,Long,206.9,101.8,PF,0
25157,245,17,16,Michael,Franklin,218.7,107.7,C,1
25158,930,19.4,49,Cole,Turner,190.8,93.5,PG,0
25160,440,23.5,22,Chase,Lyons,203.2,102.6,SG,0
25162,886,21.1,8,Carter,Roberts,209.4,104.1,PF,1
25164,661,18.1,6,Zsakkar,Hill-Allen,211.2,106.5,PF,1
25165,716,12.6,2,Cody,Lantsov,199.2,99,SF,1
25167,929,17.2,6,Freddie,Sharp,201.9,99.7,SF,0
25168,798,22.8,13,Brandon,Kistler,215.8,108.1,PF,1
25170,194,19.5,16,Taylor,Comer,190.8,94.7,PG,1
25172,38,16.7,5,Will,Lott,190.8,96.7,PG,1
25174,631,13.3,1,Jessey,Miles,213.1,105.8,PF,1
25176,976,20,10,Quincy,Galligan,190.8,94.1,PG,0
25178,481,22.4,1,Davon,Stubblefield,190.8,95.5,PG,1
25183,823,9.4,32,Brandon,Manlove,198.5,100.2,SG,1
25184,799,15.8,6,Arthur,Turner,190.8,93.6,PG,1
25185,698,24.8,23,Austen,Ely,214.2,106.2,PF,0
25187,347,19.2,21,Enrico,West,198,99.2,SF,0
25189,147,20.7,30,Maurice,Dansby,199.4,99.2,SF,0
25192,594,21.6,11,Ryan,Meschelle,190.8,95.6,PG,0
25194,793,20.7,15,Eric,Mvogo,202.1,101.2,SF,0
25195,297,14.2,21,Lashaad,Jones,219.4,107.9,PF,1
25196,673,15.2,7,Javon,O'Hara,210.3,105.6,PF,1
25198,26,21.7,20,Tory,Fernelius,190.8,96.4,PG,0
25199,35,19.5,3,Raheim,Sandoval,220.5,110.6,C,1
25201,14,16.7,20,Wyatt,Gilmore,194.7,98.2,SG,0
25202,978,29.1,2,Nathan,Freudenthal,200.5,99.4,SF,0
25203,808,21.3,9,Zachery,Torgerson,200.2,101.9,SF,1
25206,309,20.2,21,Caleb,Bradshaw,214.7,107,C,1
25208,775,23.4,28,Darrian,Dussault,190.8,94.7,PG,0
25209,21,25.3,24,Domenic,Cain,199.7,99.2,SF,0
25211,870,13.2,27,Dawson,Vincent,212.9,105.9,PF,1
25212,336,15.7,32,Corey,Mccall,209.3,107.3,PF,1
25214,426,20.2,0,Jonathan,Nelson,203.8,104.1,SF,1
25216,283,16.1,35,Marquel,Leday,199.6,97.9,SG,0
25217,641,28.1,12,Trei,Lee,210.9,103.1,PF,0
25218,256,18.7,5,Cody,Finney,223,112.1,C,1
25222,230,17.3,15,Trevor,Klaes,190.8,95.8,PG,0
25223,130,21.8,7,Christopher,Ellsworth,224,112.4,C,1
25224,294,18.1,9,Damir,Long,206.9,101.8,PF,1
25227,67,18.2,6,Khari,Welford,187.4,93.4,SG,1
25229,54,25,7,Devyn,Ambrozic,220.4,109.3,C,0
25230,409,24.6,27,Preston,Mcdowell,215.4,107.4,C,0
25232,756,20.4,2,Jacob,Dodero,222,109.9,C,1
25235,778,21.2,9,Derrick,Taylor,190.8,94.2,PG,0
25237,679,16.6,31,Deray,Howell,216.4,107.3,C,0
25239,314,17.8,16,Erik,Shaw,197.3,98.4,SF,1
25240,286,20.8,17,William,Martin,221.4,109.2,C,0
25241,827,16.8,16,Joshua,Kratz,213.7,106.9,PF,1
25246,195,14.4,15,Justin,Adams,198.4,101.6,SG,1
25247,240,17.9,24,Jay,Baum-Flint,203.6,103.8,SF,0
25249,59,18.5,2,Robert,Bohannon-Pea,204.3,101,SF,1
25251,779,15.1,8,Rashawn,Hill,225.9,114.1,C,1
25252,486,18.3,5,Kevin,Velic,190.8,95.3,PG,1
25256,428,18.3,11,Kristopher,Elliott,200.4,100.1,SF,0
25257,908,17.2,4,Kyle,Wood,221.5,112.4,C,1
25258,377,18.4,3,Camren,Kiper,212.5,106.2,PF,1
25259,540,8.2,18,Kalvyn,Risedorf,190.8,96.5,PG,1
25260,882,28.1,18,Brian,Draper,190.8,96.1,PG,0
25263,100,20.4,26,Sean,Larson,205.6,103.2,PF,0
25265,693,23.1,34,Riley,Osman,190.8,93.6,PG,0
25267,18,22.3,5,Logan,Thompson,190.8,95.8,PG,0
25269,24,15.4,7,Raymond,Taylor,190.8,94.9,PG,1
25270,122,16.2,9,Taylon,Laisure,195,97.6,SF,1
25278,231,30.4,4,Tory,Capel,208.8,104.8,PF,1
25280,239,22.7,4,Kevin,Ware,227.6,115,C,1
25286,641,23.1,18,Trei,Lee,210.9,103.1,PF,0
25290,726,19.5,3,Jackson,Cyprian,217.9,107.2,C,1
25293,556,24,21,Christian,Simmons,212.8,105.1,PF,0
25296,780,24.4,10,Skyler,Mierau,198.7,99.9,SF,0
25297,91,28.9,5,Justin,Jennings,200.1,99.7,SF,0
25298,564,21.7,5,Brandon,Burch,212.4,106.6,PF,1
25299,519,14.4,2,Darryl,Harrell,190.8,96.2,PG,1
25300,619,16.9,17,Tyler,Parker,225.9,113.6,C,1
25302,64,7.3,1,Cole,Kimber,203.6,101.6,SF,1
25304,739,28.2,20,Mark,Adams Starkey,227.6,113.9,C,0
25306,646,26.2,9,Dylan,Burns,201.9,100.1,SF,0
25307,701,16.6,8,Joshua,Mccray,190.8,95.6,PG,1
25311,381,11.3,3,Chibuikem,Fowler,215.9,107.4,PF,1
25312,809,11.6,16,Nicholas,Thomas,205.4,100.9,PF,0
25313,991,17.2,3,Orville,Johnson,190.8,95.1,PG,1
25315,15,23.4,21,Robert,Gregory,194.4,95.8,SF,0
25316,723,23.9,8,Larue,Davis,190.8,95.6,PG,0
25317,409,28.7,7,Preston,Mcdowell,215.4,107.4,C,0
25318,623,20.5,11,Sylavis,Jones,190.9,94.5,SG,1
25322,751,22.8,22,Kyree,Towers,218.2,108.7,C,0
25324,142,25.2,20,Joshua,Frenking,217.1,108.3,C,0
25325,879,20.1,8,Erin,Hazard,191.1,95.1,SG,1
25327,861,20.6,4,Nebiyu,Mikel,209.9,104.9,PF,1
25330,475,15.8,2,Juwan,Sentino,199.2,101,SF,1
25333,657,7,2,Abdinasir,King,204.9,101.3,PF,1
25334,545,11.9,11,Donovan,Maunu,197,100,SG,1
25341,570,27,31,Jeremy,Blanc,215.1,105.4,C,0
25342,367,23,32,Justin,Nunn,190,95.7,SG,0
25344,763,21.7,13,Mohamed,Howard,190.8,94.7,PG,0
25347,583,9.6,14,Richard,Smith,216.8,108.7,C,1
25349,194,12.2,6,Taylor,Comer,190.8,94.7,PG,1
25352,928,28.1,4,Kevin,Kahle,205,99.8,SF,0
25359,728,18.6,13,Dominik,Craig,190.8,95.2,PG,0
25363,8,13.1,0,Nicholas,Grantham,198.9,100.1,SG,1
25364,89,12.5,7,Marc,Idlett,198.4,99,SG,1
25366,57,23.1,0,Sean,Johnson,218.3,109.5,C,1
25368,625,22,13,Joshua,Davis,190.8,94.9,PG,0
25373,609,14.9,13,Jordan,Salat,214,105.9,PF,1
25375,823,17.4,50,Brandon,Manlove,198.5,100.2,SG,0
25376,682,16.8,38,Dylan,Dilka,190.8,96.2,PG,0
25378,74,19.8,25,Dakota,Abbott,190.8,95.8,PG,0
25379,416,21.4,10,Eric,Kalkman,214,106.1,PF,1
25380,64,16.2,53,Cole,Kimber,203.6,101.6,SF,0
25381,331,21.5,8,Joseph,Moore,212.1,106.8,PF,1
25382,161,28.6,7,Dequan,Torrence,198.6,99.6,SG,0
25384,469,21,10,Marcus,Harrison,206.9,103,PF,0
25386,71,29.8,10,Duantae,Overton,190.8,96,PG,0
25387,157,22.8,28,Motique,Duren,190.8,96.6,PG,0
25388,770,24,9,Tyler,Lee,190.8,94.8,PG,0
25390,903,17,19,Daezionte,Johnson,225.4,112.3,C,1
25392,287,14.5,2,Adrian,Daniel,207.5,105,PF,1
25393,395,19.9,29,Andre,Rowe,212.1,106.7,PF,0
25394,102,14.8,23,Scott,Kocman,200.2,100.1,SF,1
25395,496,10.5,20,Christopher,O'Connell,223.8,111.6,C,1
25397,760,15.2,13,Lucas,Hentges,199.1,98.6,SG,0
25399,834,20.2,10,Randolph,Hinch,210.4,106.7,PF,0
25403,478,16.2,2,James,Daly,222.2,111.4,C,1
25404,239,18.1,19,Kevin,Ware,227.6,115,C,1
25405,843,23.3,1,Sean,Bolton,194.5,97.3,SG,0
25408,966,19.8,2,Ryan,Dyer,206.5,104.1,PF,1
25411,939,16.4,3,Antoine,Ware,189.6,94.7,SG,1
25414,563,22.6,9,Tyler,Allmon,202.2,100,SF,1
25417,214,10.3,8,Jade,Slocum,201.9,100.9,SF,1
25422,980,22.2,1,Chase,Goettelman,195.4,96.8,SF,1
