S.No,Headline,Source,Link,Category,Timestamp
106,Concern over rise in accidents on newly built NH 66 stretch,Hindu,https://www.thehindu.com/news/national/kerala/concern-over-rise-in-accidents-on-newly-built-nh-66-stretch/article70105951.ece,National,"Mon, 29 Sep 2025 01:29:08 +0530"
107,"Kochi rapidly emerging as hub for mule accounts used in cybercrimes, say police",Hindu,https://www.thehindu.com/news/national/kerala/kochi-rapidly-emerging-as-hub-for-mule-accounts-used-in-cybercrimes-say-police/article70105846.ece,National,"Mon, 29 Sep 2025 01:09:03 +0530"
108,HC constitutes high-level study group to examine sewerage network in Kochi,Hindu,https://www.thehindu.com/news/national/kerala/hc-constitutes-high-level-study-group-to-examine-sewerage-network-in-kochi/article70105940.ece,National,"Mon, 29 Sep 2025 01:07:38 +0530"
109,"Operation Sindoor on games field, India wins: PM Modi on Asia Cup final",Hindu,https://www.thehindu.com/news/national/operation-sindoor-on-games-field-india-wins-pm-modi-on-asia-cup-final/article70106539.ece,National,"Mon, 29 Sep 2025 01:02:39 +0530"
110,A horrific night reporting a stampede at Karur,Hindu,https://www.thehindu.com/news/national/tamil-nadu/a-horrific-night-reporting-a-stampede-at-karur/article70105849.ece,National,"Mon, 29 Sep 2025 00:54:07 +0530"
111,Hyderabad erupts in celebration after India’s triumph over Pakistan in Asia Cup,Hindu,https://www.thehindu.com/news/cities/Hyderabad/hyderabad-erupts-in-celebration-after-indias-triumph-over-pakistan-in-asia-cup/article70106478.ece,National,"Mon, 29 Sep 2025 00:17:37 +0530"
112,UGC makes registration on new Study In India portal mandatory for all foreign students,Hindu,https://www.thehindu.com/news/national/karnataka/ugc-makes-registration-on-new-study-in-india-portal-mandatory-for-all-foreign-students/article70105143.ece,National,"Sun, 28 Sep 2025 23:34:33 +0530"
113,Satheesan urges Centre to intervene in Air India Express service cuts,Hindu,https://www.thehindu.com/news/national/kerala/satheesan-urges-centre-to-intervene-in-air-india-express-service-cuts/article70106427.ece,National,"Sun, 28 Sep 2025 23:19:15 +0530"
114,"Government raising awareness on early diagnosis for heart conditions, says Minister",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/government-raising-awareness-on-early-diagnosis-for-heart-conditions-says-minister/article70105844.ece,National,"Sun, 28 Sep 2025 23:17:04 +0530"
115,Mattanchery police nab Maharashtra man for alleged role in ₹2.8cr. ‘virtual arrest’ scam,Hindu,https://www.thehindu.com/news/national/kerala/mattanchery-police-nab-maharashtra-man-for-alleged-role-in-28cr-virtual-arrest-scam/article70106092.ece,National,"Sun, 28 Sep 2025 23:14:19 +0530"
116,"RJD, Congress to give up seats in favour of allies in Bihar",Hindu,https://www.thehindu.com/elections/bihar-assembly/congress-rjd-to-cut-down-its-tally-by-at-least-a-dozen-seats-to-accommodate-allies/article70105230.ece,National,"Sun, 28 Sep 2025 23:11:29 +0530"
117,"Heavy rush in Vijayawada on eve of Moola Nakshatram day, traffic diversions in place",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/heavy-rush-in-vijayawada-on-eve-of-moola-nakshatram-day-traffic-diversions-in-place/article70105651.ece,National,"Sun, 28 Sep 2025 23:06:52 +0530"
118,"Faith-driven hunt threatens survival of Telangana’s State bird, Palapitta",Hindu,https://www.thehindu.com/news/national/telangana/faith-driven-hunt-threatens-survival-of-telanganas-state-bird-palapitta/article70105508.ece,National,"Sun, 28 Sep 2025 23:03:53 +0530"
119,KVPS slams government for ‘humiliating’ Legislative Council Chairman,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/kvps-slams-government-for-humiliating-legislative-council-chairman/article70106233.ece,National,"Sun, 28 Sep 2025 23:01:48 +0530"
120,Deepavali discount sale begins at Co-optex showroom in Villupuram,Hindu,https://www.thehindu.com/news/national/tamil-nadu/deepavali-discount-sale-begins-at-co-optex-showroom-in-villupuram/article70105223.ece,National,"Sun, 28 Sep 2025 22:52:40 +0530"
121,"Krishna floods: Officials close bathing ghats, stop devotees from taking bath in river",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/krishna-floods-officials-close-bathing-ghats-stop-devotees-from-taking-bath-in-river/article70106108.ece,National,"Sun, 28 Sep 2025 22:52:32 +0530"
122,"LPG consumers can change their suppliers, companies soon",Hindu,https://www.thehindu.com/news/national/lpg-consumers-can-change-their-suppliers-companies-soon/article70105625.ece,National,"Sun, 28 Sep 2025 22:49:27 +0530"
123,The Hindu and Andhra Hospitals to conduct awareness programme today on heart health,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/the-hindu-and-andhra-hospitals-to-conduct-awareness-programme-today-on-heart-health/article70106188.ece,National,"Sun, 28 Sep 2025 22:48:08 +0530"
124,600 treated at free eye camp,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/600-treated-at-free-eye-camp/article70106200.ece,National,"Sun, 28 Sep 2025 22:47:07 +0530"
125,Former IAS officer opposes government’s decision of PPP model for medical colleges,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/former-ias-officer-opposes-governments-decision-of-ppp-model-for-medical-colleges/article70106183.ece,National,"Sun, 28 Sep 2025 22:44:17 +0530"
126,WRD begins restoration of Thalavanur anicut across Thenpennai River,Hindu,https://www.thehindu.com/news/national/tamil-nadu/wrd-begins-restoration-of-thalavanur-anicut-across-thenpennai-river/article70105199.ece,National,"Sun, 28 Sep 2025 22:44:00 +0530"
127,Dharmendra Pradhan calls on CM Nitish in Patna,Hindu,https://www.thehindu.com/news/national/bihar/dharmendra-pradhan-calls-on-cm-nitish-in-patna/article70105488.ece,National,"Sun, 28 Sep 2025 22:42:04 +0530"
128,"At UNGA week, India signals realignment with the Global South",Hindu,https://www.thehindu.com/news/national/at-unga-week-india-signals-realignment-with-the-global-south/article70106158.ece,National,"Sun, 28 Sep 2025 22:34:47 +0530"
129,PSI suspended for releasing suspect without inquiry,Hindu,https://www.thehindu.com/news/national/karnataka/psi-suspended-for-releasing-suspect-without-inquiry/article70105310.ece,National,"Sun, 28 Sep 2025 22:33:27 +0530"
130,CM Revanth Reddy vows rehabilitation of residents in Musi river catchment areas,Hindu,https://www.thehindu.com/news/national/telangana/cm-revanth-reddy-vows-rehabilitation-of-residents-in-musi-river-catchment-areas/article70106067.ece,National,"Sun, 28 Sep 2025 22:30:43 +0530"
131,BJP leaders to tour flood-hit districts in Karnataka in two teams,Hindu,https://www.thehindu.com/news/national/karnataka/bjp-leaders-to-tour-flood-hit-districts-in-karnataka-in-two-teams/article70105865.ece,National,"Sun, 28 Sep 2025 22:22:12 +0530"
132,"Ensure safety of flood-affected people, Kalaburagi officials told",Hindu,https://www.thehindu.com/news/national/karnataka/ensure-safety-of-flood-affected-people-kalaburagi-officials-told/article70105872.ece,National,"Sun, 28 Sep 2025 22:19:33 +0530"
133,Water and adventure sports facility inaugurated in Hubballi,Hindu,https://www.thehindu.com/news/national/karnataka/water-and-adventure-sports-inaugurated-in-hubballi/article70105767.ece,National,"Sun, 28 Sep 2025 22:14:59 +0530"
134,"No ceasefire, Maoists must give up arms, says Amit Shah",Hindu,https://www.thehindu.com/news/national/no-ceasefire-maoists-must-give-up-arms-says-amit-shah/article70106145.ece,National,"Sun, 28 Sep 2025 22:11:31 +0530"
135,"1,360 members of 445 families shifted from flood-hit villages to care centres in Yadgir",Hindu,https://www.thehindu.com/news/national/karnataka/1360-members-of-445-families-shifted-from-flood-hit-villages-to-care-centres-in-yadgir/article70105699.ece,National,"Sun, 28 Sep 2025 22:09:27 +0530"
136,"APSSDC, OMCAP offer overseas jobs for homecare nurses in Qatar",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/apssdc-omcap-offer-overseas-jobs-for-homecare-nurses-in-qatar/article70106006.ece,National,"Sun, 28 Sep 2025 22:09:15 +0530"
137,Gang abducts and robs trio of ₹1.01 crore in Bengaluru; nabbed within 15 minutes after police were alerted,Hindu,https://www.thehindu.com/news/national/karnataka/trio-abducted-robbed-of-101-cr-in-bengaluru-accused-nabbed-within-15-min-after-police-were-alerted/article70105260.ece,National,"Sun, 28 Sep 2025 22:05:21 +0530"
138,"Research, innovation, entrepreneurship are thrust areas for Higher Education 2.0, says top NITI Aayog official",Hindu,https://www.thehindu.com/news/national/tamil-nadu/research-innovation-entrepreneurship-are-thrust-areas-for-higher-education-20-says-top-niti-aayog-official/article70105639.ece,National,"Sun, 28 Sep 2025 22:04:30 +0530"
139,Death toll in Karur stampede rises to 40; Justice Aruna Jagadeesan begins inquiries,Hindu,https://www.thehindu.com/news/national/tamil-nadu/death-toll-in-karur-stampede-rises-to-40-justice-aruna-jagadeesan-begins-inquiries/article70105243.ece,National,"Sun, 28 Sep 2025 21:56:07 +0530"
140,Two civilians killed in Ladakh protests cremated amid curfew in Leh,Hindu,https://www.thehindu.com/news/national/ladakh/two-civilians-killed-in-ladakh-protests-cremated-amid-curfew-in-leh/article70105886.ece,National,"Sun, 28 Sep 2025 21:52:21 +0530"
141,Parts of Hyderabad receive light showers on Sunday night,Hindu,https://www.thehindu.com/news/cities/Hyderabad/parts-of-hyderabad-receive-light-showers-on-sunday-night/article70106201.ece,National,"Sun, 28 Sep 2025 21:51:58 +0530"
142,"HDK cautions against forced acquisition of farmlands in Bidadi, lashes out at Shivakumar",Hindu,https://www.thehindu.com/news/national/karnataka/hdk-cautions-against-forced-acquisition-of-farmlands-in-bidadi-lashes-out-at-shivakumar/article70106051.ece,National,"Sun, 28 Sep 2025 21:51:38 +0530"
143,Bodoland People’s Front stakes claim to form next Bodoland council,Hindu,https://www.thehindu.com/news/national/assam/bodoland-peoples-front-stakes-claim-to-form-next-bodoland-council/article70105024.ece,National,"Sun, 28 Sep 2025 21:38:58 +0530"
144,"Punjab should be seen as India’s gateway to Eurasia, says Congress’ Bajwa",Hindu,https://www.thehindu.com/news/national/punjab/punjab-should-be-seen-as-indias-gateway-to-eurasia-says-congress-bajwa/article70105296.ece,National,"Sun, 28 Sep 2025 21:35:54 +0530"
145,Amberpet STP inaugurated; foundation laid for 39 STPs to treat sewage in ORR laid,Hindu,https://www.thehindu.com/news/national/telangana/amberpet-stp-inaugurated-foundation-laid-for-39-stps-to-treat-sewage-in-orr-laid/article70106040.ece,National,"Sun, 28 Sep 2025 21:23:50 +0530"
146,Power tariff will come down by 13 paise per unit following APERC order: Energy Minister,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/power-tariff-will-come-down-by-13-paise-per-unit-following-aperc-order-energy-minister/article70106028.ece,National,"Sun, 28 Sep 2025 21:18:59 +0530"
147,"T-CHIP Semicon Constitution Summit 2025 concludes with MoUs, global roadmap",Hindu,https://www.thehindu.com/news/cities/Hyderabad/t-chip-semicon-constitution-summit-2025-concludes-with-mous-global-roadmap/article70105757.ece,National,"Sun, 28 Sep 2025 21:15:13 +0530"
148,Survey: Eight assistant teachers suspended in Mysuru,Hindu,https://www.thehindu.com/news/national/karnataka/survey-eight-assistant-teachers-suspended-in-mysuru/article70106101.ece,National,"Sun, 28 Sep 2025 21:12:40 +0530"
149,"Godavari river continues to be in spate, low-lying areas in Basar inundated",Hindu,https://www.thehindu.com/news/national/telangana/godavari-river-continues-to-be-in-spate-low-lying-areas-in-basar-inundated/article70105921.ece,National,"Sun, 28 Sep 2025 21:12:20 +0530"
150,"In stampede cases, police must prove ‘gross’ criminal negligence directly endangered human life, according to court verdicts",Hindu,https://www.thehindu.com/news/national/in-stampede-cases-the-police-must-prove-gross-criminal-negligence-directly-endangered-human-life-according-to-court-verdicts/article70105791.ece,National,"Sun, 28 Sep 2025 21:11:55 +0530"
151,"Incessant rain batters Maharashtra; over 11,500 people shifted to relief camps",Hindu,https://www.thehindu.com/news/national/maharashtra/incessant-rain-batters-maharashtra-over-11500-people-shifted-to-relief-camps/article70105981.ece,National,"Sun, 28 Sep 2025 21:07:00 +0530"
152,"Ganja, non-duty paid liquor seized during checks",Hindu,https://www.thehindu.com/news/cities/Hyderabad/ganja-non-duty-paid-liquor-seized-during-checks/article70105919.ece,National,"Sun, 28 Sep 2025 21:04:49 +0530"
153,Search continues for drowned Bhavani devotees,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/search-continues-for-drowned-bhavani-devotees/article70105407.ece,National,"Sun, 28 Sep 2025 21:00:12 +0530"
154,Woman injured in wild boar attack in Idukki,Hindu,https://www.thehindu.com/news/national/kerala/woman-injured-in-wild-boar-attack-in-idukki/article70106042.ece,National,"Sun, 28 Sep 2025 20:57:27 +0530"
155,Slots for ‘Neril Subcollector’ project increased,Hindu,https://www.thehindu.com/news/national/kerala/slots-for-neril-subcollector-project-increased/article70106038.ece,National,"Sun, 28 Sep 2025 20:53:04 +0530"
156,LDF backs NSS leadership that is under fire for endorsing government’s Sabarimala policy,Hindu,https://www.thehindu.com/news/national/kerala/ldf-backs-nss-leadership-that-is-under-fire-for-endorsing-governments-sabarimala-policy/article70105855.ece,National,"Sun, 28 Sep 2025 20:49:43 +0530"
157,Social media pages of ‘CM with me’  interface launched,Hindu,https://www.thehindu.com/news/national/kerala/social-media-pages-of-cm-with-me-interface-launched/article70105852.ece,National,"Sun, 28 Sep 2025 20:45:12 +0530"
158,Six anganwadi workers dismissed for not participating in Social and Educational Survey,Hindu,https://www.thehindu.com/news/national/karnataka/six-anganwadi-workers-dismissed-for-not-participating-in-social-and-educational-survey/article70105314.ece,National,"Sun, 28 Sep 2025 20:39:20 +0530"
159,SFI slams Andhra Pradesh government’s move to hand over 10 medical colleges to private parties under PPP,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/sfi-slams-andhra-pradesh-governments-move-to-hand-over-10-medical-colleges-to-private-parties-under-ppp/article70105817.ece,National,"Sun, 28 Sep 2025 20:37:19 +0530"
160,Article in Raj Bhavan’s magazine in sharp focus after Kerala CM’s remarks,Hindu,https://www.thehindu.com/news/national/kerala/article-in-raj-bhavans-magazine-in-sharp-focus-after-kerala-cms-remarks/article70105415.ece,National,"Sun, 28 Sep 2025 20:35:01 +0530"
161,Local bodies set up spaces for women to come together,Hindu,https://www.thehindu.com/news/national/kerala/local-bodies-set-up-spaces-for-women-to-come-together/article70105743.ece,National,"Sun, 28 Sep 2025 20:33:25 +0530"
162,Devotees chant ‘Govinda... Govinda’ as Lord Malayappa rides the imperial ‘Garuda Vahanam’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/devotees-chant-govinda-govinda-as-lord-malayappa-rides-the-imperial-garuda-vahanam/article70105661.ece,National,"Sun, 28 Sep 2025 20:32:18 +0530"
163,"Pink Power Run unites 20,000 participants in Hyderabad to champion breast cancer awareness",Hindu,https://www.thehindu.com/news/cities/Hyderabad/pink-power-run-unites-20000-participants-in-hyderabad-to-champion-breast-cancer-awareness/article70105216.ece,National,"Sun, 28 Sep 2025 20:23:05 +0530"
164,Medicine and pageantry converge as Miss World delegation visits AIG Hospital in Hyderabad,Hindu,https://www.thehindu.com/news/cities/Hyderabad/medicine-and-pageantry-converge-as-miss-world-delegation-visits-aig-hospital-in-hyderabad/article70105240.ece,National,"Sun, 28 Sep 2025 20:21:41 +0530"
165,Youth hold mega blood donation camp in Anantapur,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/youth-hold-mega-blood-donation-camp-in-anantapur/article70105704.ece,National,"Sun, 28 Sep 2025 20:21:04 +0530"
166,"Clinic opens in Kondapur, to cater to IT Corridor’s healthcare needs",Hindu,https://www.thehindu.com/news/cities/Hyderabad/clinic-opens-in-kondapur-to-cater-to-it-corridors-healthcare-needs/article70105359.ece,National,"Sun, 28 Sep 2025 20:20:48 +0530"
167,72.71% candidates allotted seats in CPGET first phase counselling,Hindu,https://www.thehindu.com/news/national/telangana/7271-candidates-allotted-seats-in-cpget-first-phase-counselling/article70105438.ece,National,"Sun, 28 Sep 2025 20:18:57 +0530"
168,State govt. urged to file SLP in sexual assault case,Hindu,https://www.thehindu.com/news/national/kerala/state-govt-urged-to-file-slp-in-sexual-assault-case/article70105304.ece,National,"Sun, 28 Sep 2025 20:14:23 +0530"
169,Pilgrim footfalls peak as more than two lakh descend on Tirumala for ‘Garuda Seva’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/pilgrim-footfalls-peak-as-more-than-two-lakh-descend-on-tirumala-for-garuda-seva/article70105352.ece,National,"Sun, 28 Sep 2025 20:14:01 +0530"
170,Tirupati teems with devotees influx for ‘Garuda Seva’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/tirupati-teems-with-devotees-influx-for-garuda-seva/article70105809.ece,National,"Sun, 28 Sep 2025 20:12:51 +0530"
171,Foundation stone laid for tribal varsity compound wall,Hindu,https://www.thehindu.com/news/national/telangana/foundation-for-central-varsity-land-laid/article70105737.ece,National,"Sun, 28 Sep 2025 20:10:33 +0530"
172,Queer-friendly clinic becomes operational at Ernakulam GH,Hindu,https://www.thehindu.com/news/national/kerala/queer-friendly-clinic-gets-operational-in-ernakulam-general-hospital/article70105545.ece,National,"Sun, 28 Sep 2025 20:10:11 +0530"
173,Vigilance raids uncover corruption in forest range offices,Hindu,https://www.thehindu.com/news/national/kerala/vigilance-raids-uncover-corruption-in-forest-range-offices/article70105574.ece,National,"Sun, 28 Sep 2025 20:10:05 +0530"
174,"Cut off and displaced, flood-hit Kalaburagi waits for waters to recede",Hindu,https://www.thehindu.com/news/national/karnataka/cut-off-and-displaced-flood-hit-kalaburagi-waits-for-waters-to-recede/article70105320.ece,National,"Sun, 28 Sep 2025 20:09:13 +0530"
175,KITE develops online portals to digitise NSS activities,Hindu,https://www.thehindu.com/news/national/kerala/kite-develops-online-portals-to-digitise-nss-activities/article70105744.ece,National,"Sun, 28 Sep 2025 20:04:29 +0530"
176,Experts identify widespread destruction of Kottooli wetlands,Hindu,https://www.thehindu.com/news/national/kerala/experts-identify-widespread-destruction-of-kottooli-wetlands/article70105705.ece,National,"Sun, 28 Sep 2025 20:04:01 +0530"
177,GBA bags award for innovative road design,Hindu,https://www.thehindu.com/news/cities/bangalore/gba-bags-award-for-innovative-road-design/article70105172.ece,National,"Sun, 28 Sep 2025 20:02:29 +0530"
178,"Sabarimala idols sent for gold plating in line with rules, says TDB president",Hindu,https://www.thehindu.com/news/national/kerala/sabarimala-idols-sent-for-gold-plating-in-line-with-rules-says-tdb-president/article70105455.ece,National,"Sun, 28 Sep 2025 20:02:00 +0530"
179,"Contractors’ body accuses BSWML of harassment, delay in payments; warns of garbage service disruption",Hindu,https://www.thehindu.com/news/cities/bangalore/contractors-body-accuses-bswml-of-harassment-delay-in-payments-warns-of-garbage-service-disruption/article70105211.ece,National,"Sun, 28 Sep 2025 20:01:20 +0530"
180,NCC unit organises Pampa river cleanup on World Rivers Day,Hindu,https://www.thehindu.com/news/national/kerala/ncc-unit-organises-pampa-river-cleanup-on-world-rivers-day/article70105658.ece,National,"Sun, 28 Sep 2025 19:59:13 +0530"
181,At least 19 injured in Peru anti-government protests,Hindu,https://www.thehindu.com/news/international/at-least-19-injured-in-peru-anti-government-protests/article70107667.ece,International,"Mon, 29 Sep 2025 10:38:48 +0530"
182,Israel PM Netanyahu says Israel working on ceasefire plan on eve of Trump meeting,Hindu,https://www.thehindu.com/news/international/israel-pm-netanyahu-says-israel-working-on-ceasefire-plan-on-eve-of-trump-meeting/article70107532.ece,International,"Mon, 29 Sep 2025 08:44:18 +0530"
183,‘Clog the toilet’ trolls hit Indian visa holders rushing to U.S.,Hindu,https://www.thehindu.com/news/international/clog-the-toilet-trolls-hit-indian-visa-holders-rushing-to-us/article70107513.ece,International,"Mon, 29 Sep 2025 08:18:07 +0530"
184,Selena Gomez marries music producer Benny Blanco,Hindu,https://www.thehindu.com/entertainment/selena-gomez-marries-music-producer-benny-blanco/article70107493.ece,International,"Mon, 29 Sep 2025 07:25:16 +0530"
185,Denmark bans civilian drone flights ahead of EU summit,Hindu,https://www.thehindu.com/news/international/denmark-bans-civilian-drone-flights-ahead-of-eu-summit/article70107487.ece,International,"Mon, 29 Sep 2025 07:16:39 +0530"
186,"Over 7,700 inmates who escaped during Gen Z protests back in Nepal prisons",Hindu,https://www.thehindu.com/news/international/over-7700-inmates-who-escaped-during-gen-z-protests-back-in-nepal-prisons/article70106472.ece,International,"Mon, 29 Sep 2025 00:47:56 +0530"
187,NATO says beefing up Baltic presence after Denmark drone sightings,Hindu,https://www.thehindu.com/news/international/nato-says-beefing-up-baltic-presence-after-denmark-drone-sightings/article70105819.ece,International,"Sun, 28 Sep 2025 23:57:53 +0530"
188,New York City Mayor Eric Adams ends his re-election campaign,Hindu,https://www.thehindu.com/news/international/new-york-city-mayor-eric-adams-ends-his-re-election-campaign/article70106440.ece,International,"Sun, 28 Sep 2025 23:49:56 +0530"
189,Rights group seeks international intervention over killings in Chittagong Hill Tracts,Hindu,https://www.thehindu.com/news/international/rights-group-seeks-international-intervention-over-killings-in-chittagong-hill-tracts/article70106096.ece,International,"Sun, 28 Sep 2025 23:49:46 +0530"
190,Moldovans cast ballots in a tense election plagued by Russian interference claims,Hindu,https://www.thehindu.com/news/international/moldovans-cast-ballots-in-a-tense-election-plagued-by-russian-interference-claims/article70106363.ece,International,"Sun, 28 Sep 2025 23:31:17 +0530"
191,Trump hints at ‘something special’ in West Asia talks,Hindu,https://www.thehindu.com/news/international/trump-hints-at-something-special-in-middle-east-talks/article70106382.ece,International,"Sun, 28 Sep 2025 23:10:10 +0530"
192,Four killed in attack on Michigan Mormon church,Hindu,https://www.thehindu.com/news/international/mormon-church-michigan-shooting-several-dead/article70106292.ece,International,"Sun, 28 Sep 2025 22:16:51 +0530"
193,U.S. braces for storm expected to hit east coast as Hurricane Imelda in coming days,Hindu,https://www.thehindu.com/news/international/us-braces-for-storm-expected-to-hit-east-coast-as-hurricane-imelda-in-coming-days/article70105453.ece,International,"Sun, 28 Sep 2025 19:54:00 +0530"
194,Head of Mormon church Russell Nelson dies at 101,Hindu,https://www.thehindu.com/news/international/head-of-mormon-church-russell-nelson-dies-at-101/article70105288.ece,International,"Sun, 28 Sep 2025 17:58:11 +0530"
195,Israel hails U.N. sanctions on Iran as 'major development',Hindu,https://www.thehindu.com/news/international/israel-on-un-sanctions-on-iran/article70105140.ece,International,"Sun, 28 Sep 2025 16:47:19 +0530"
196,"Over 66,000 Palestinians killed in Israel-Hamas war, says Gaza’s Health Ministry",Hindu,https://www.thehindu.com/news/international/over-66000-palestinians-killed-in-israel-hamas-war-says-gazas-health-ministry/article70105062.ece,International,"Sun, 28 Sep 2025 16:20:41 +0530"
197,What to know about Iran's nuclear programme as U.N. reimposes 'snapback' sanctions,Hindu,https://www.thehindu.com/news/international/what-to-know-about-irans-nuclear-programme-as-un-reimposes-snapback-sanctions/article70104829.ece,International,"Sun, 28 Sep 2025 16:12:32 +0530"
198,At least three killed and eight injured in North Carolina waterfront bar shooting,Hindu,https://www.thehindu.com/news/international/north-carolina-united-states-mass-shooting-september-28-2025/article70105052.ece,International,"Sun, 28 Sep 2025 16:01:31 +0530"
199,Seychelles to hold rerun presidential election after no outright winner,Hindu,https://www.thehindu.com/news/international/seychelles-to-hold-rerun-presidential-election-after-no-outright-winner/article70104663.ece,International,"Sun, 28 Sep 2025 14:31:40 +0530"
200,"‘Unjustifiable, legally baseless’: Iran denounces return of UN ‘snapback’ sanctions",Hindu,https://www.thehindu.com/news/international/unjustifiable-legally-baseless-iran-denounces-return-of-un-snapback-sanctions/article70104749.ece,International,"Sun, 28 Sep 2025 13:22:36 +0530"
201,"Watch: India urges peace in Ukraine & Gaza, reaffirms self-reliance & strategic autonomy: EAM Jaishankar",Hindu,https://www.thehindu.com/shorts/watch-india-urges-peace-in-ukraine-gaza-reaffirms-self-reliance-strategic-autonomy-eam-jaishankar/article70104707.ece,International,"Sun, 28 Sep 2025 12:41:21 +0530"
202,"Large Russian drone, missile attack on Kyiv kills 4, wounds at least 10",Hindu,https://www.thehindu.com/news/international/russia-launches-major-drone-missile-attack-on-ukraine-still-ongoing/article70104608.ece,International,"Sun, 28 Sep 2025 11:37:59 +0530"
203,India-U.S. ties not criteria for Delhi-Moscow relations: Russian Foreign Minister Sergey Lavrov,Hindu,https://www.thehindu.com/news/international/india-us-ties-not-criteria-for-india-russia-relations-russian-foreign-minister-sergey-lavrov/article70104580.ece,International,"Sun, 28 Sep 2025 11:19:29 +0530"
204,Vietnam evacuates thousands and shuts airports as Typhoon Bualoi nears landfall,Hindu,https://www.thehindu.com/news/international/vietnam-to-evacuate-250000-from-coast-ahead-of-typhoon-bualoi/article70104557.ece,International,"Sun, 28 Sep 2025 10:49:46 +0530"
205,"UN imposes 'snapback' sanctions on a hungrier, poorer and more anxious Iran",Hindu,https://www.thehindu.com/news/international/un-imposes-snapback-sanctions-on-a-hungrier-poorer-and-more-anxious-iran/article70104431.ece,International,"Sun, 28 Sep 2025 09:17:27 +0530"
206,"India, Pakistan Spar at UN General Assembly over terrorism, Pahalgam attack",Hindu,https://www.thehindu.com/news/national/india-pakistan-spar-at-un-general-assembly-over-terrorism-pahalgam-attack/article70104379.ece,International,"Sun, 28 Sep 2025 08:29:28 +0530"
207,"Trump says he will send troops to Portland, Oregon, in latest deployment to U.S. cities",Hindu,https://www.thehindu.com/news/international/trump-says-he-will-send-troops-to-portland-oregon-in-latest-deployment-to-us-cities/article70104369.ece,International,"Sun, 28 Sep 2025 07:07:39 +0530"
208,Trump to meet with top four congressional leaders as government shutdown risk looms,Hindu,https://www.thehindu.com/news/international/trump-to-meet-with-top-four-congressional-leaders-as-government-shutdown-risk-looms/article70104367.ece,International,"Sun, 28 Sep 2025 06:57:41 +0530"
209,What does Trump’s latest H-1B directive state? | Explained,Hindu,https://www.thehindu.com/news/international/what-does-trumps-latest-h-1b-directive-state-explained/article70103045.ece,International,"Sun, 28 Sep 2025 02:43:14 +0530"
210,How Israel used Azure to monitor Palestinians | Explained,Hindu,https://www.thehindu.com/news/international/how-israel-used-azure-to-monitor-palestinians-explained/article70103052.ece,International,"Sun, 28 Sep 2025 02:19:42 +0530"
211,Diella | Virtual minister,Hindu,https://www.thehindu.com/sci-tech/technology/diella-virtual-minister/article70103098.ece,International,"Sun, 28 Sep 2025 01:30:00 +0530"
212,"UN is gridlocked and needs reform, says Jaishankar at United Nations General Assembly",Hindu,https://www.thehindu.com/news/national/un-is-gridlocked-and-needs-reform-says-jaishankar-at-united-nations-general-assembly/article70103257.ece,International,"Sun, 28 Sep 2025 01:21:44 +0530"
213,Acetaminophen | Spectacle of blame,Hindu,https://www.thehindu.com/sci-tech/health/acetaminophen-spectacle-of-blame/article70103090.ece,International,"Sun, 28 Sep 2025 01:15:00 +0530"
214,Moldova bans another pro-Russian party from September 28's vote,Hindu,https://www.thehindu.com/news/international/moldova-bans-another-pro-russian-party-from-september-28s-vote/article70103200.ece,International,"Sat, 27 Sep 2025 23:53:22 +0530"
215,Russia says seized three villages in east Ukraine,Hindu,https://www.thehindu.com/news/international/russia-says-seized-three-villages-in-east-ukraine/article70103203.ece,International,"Sat, 27 Sep 2025 23:40:47 +0530"
216,IBSA nations strongly condemn Israeli attacks against Gaza,Hindu,https://www.thehindu.com/news/international/ibsa-nations-strongly-condemn-israeli-attacks-against-gaza/article70102654.ece,International,"Sat, 27 Sep 2025 22:31:41 +0530"
217,"BRICS nations criticise  protectionism, condemn Israel attacks on Qatar",Hindu,https://www.thehindu.com/news/international/brics-nations-criticise-protectionism-condemn-israel-attacks-on-qatar/article70101943.ece,International,"Sat, 27 Sep 2025 22:26:31 +0530"
218,US revokes visa for Colombia’s president after he urges American soldiers to disobey Trump,Hindu,https://www.thehindu.com/news/international/us-revokes-visa-for-colombias-president-after-he-urges-american-soldiers-to-disobey-trump/article70102450.ece,International,"Sat, 27 Sep 2025 19:37:18 +0530"
